,service_name,store_name,on,address_1,address_2,gu,dong,lat,lng
0,골프연습장업,톰스크린골프(401),영업중,서울특별시 강남구 역삼동 838-11번지 미진빌딩 지층,서울특별시 강남구 도곡로 111,강남구,역삼동,37.49012829999999,127.0326539
1,골프연습장업,학동스크린골프(406),영업중,서울특별시 강남구 논현동 209번지 2층,"서울특별시 강남구 학동로 224 (논현동, 삼환아르누보3)",강남구,논현동,37.51445880000001,127.0332712
2,골프연습장업,장안골프(378)(스크린),영업중,서울특별시 강남구 역삼동 688-5번지 장안빌딩 3층,"서울특별시 강남구 언주로 550 (역삼동,장안빌딩 3층)",강남구,역삼동,37.5072744,127.0404417
3,골프연습장업,제이슨골프(379),영업중,서울특별시 강남구 삼성동 69번지 지층,"서울특별시 강남구 삼성로 626  (삼성동,지층)",강남구,삼성동,37.51397499999999,127.0561274
4,골프연습장업,세종스크린골프(380),영업중,서울특별시 강남구 수서동 712번지 수서한아름(아)상가 지층,"서울특별시 강남구 광평로51길 22 (수서동,수서한아름(아)상가 지층)",강남구,수서동,37.48915760000001,127.1032373
5,골프연습장업,논현골프연구소,영업중,서울특별시 강남구 논현동 267-1번지 제이케이빌딩 지층,"서울특별시 강남구 선릉로119길 5 (논현동,제이케이빌딩 지층)",강남구,논현동,37.5173944,127.0233285
6,골프연습장업,더핀(381),영업중,서울특별시 강남구 청담동 3-7번지 지층,"서울특별시 강남구 도산대로 430 (청담동, 서림빌딩)",강남구,청담동,37.5195969,127.0202723
7,골프연습장업,골프존파크역삼위너스크린점,영업중,서울특별시 강남구 역삼동 834-34 홍우빌딩 지층,"서울특별시 강남구 역삼로8길 15 (역삼동,홍우빌딩 지층)",강남구,역삼동,37.4930726,127.0340772
8,골프연습장업,조이앤푸드(스크린)(383),영업중,서울특별시 강남구 삼성동 154-8번지 지하2층,"서울특별시 강남구 테헤란로87길 35 (삼성동,지하2층)",강남구,삼성동,37.5098916,127.0575145
9,골프연습장업,이글(스크린)(384),영업중,서울특별시 강남구 역삼동 747-3번지 4호 지층,"서울특별시 강남구 역삼로 169 (역삼동,4호 지층)",강남구,역삼동,37.49557739999999,127.0374409
10,골프연습장업,플레잇골프(375),영업중,"서울특별시 강남구 역삼동 784-6번지 2,3층","서울특별시 강남구 언주로 309  (역삼동,2,3층)",강남구,역삼동,37.4951214,127.0458188
11,골프연습장업,필스크린골프(376)[3스크린 포함],영업중,서울특별시 강남구 삼성동 35-5번지 지층,"서울특별시 강남구 선릉로 616 (삼성동,지층)",강남구,삼성동,37.51397499999999,127.0561274
12,골프연습장업,브라보스크린골프(386),영업중,"서울특별시 강남구 대치동 935-36번지 신농플라자 지층103,102일부","서울특별시 강남구 도곡로63길 12 (대치동, 신농플라자)",강남구,대치동,37.4978196,127.0546022
13,골프연습장업,대치스크린골프(388),영업중,서울특별시 강남구 대치동 987-17번지 대치프라자2 지하1층,"서울특별시 강남구 도곡로 521, 지하1층 (대치동, 대치프라자2)",강남구,대치동,37.5000321,127.0632277
14,골프연습장업,원스스크린골프,영업중,서울특별시 강남구 논현동 39-18번지 지하2층,서울특별시 강남구 논현로131길 30 (논현동),강남구,논현동,37.5118856,127.0306633
15,골프연습장업,에이스타 골프 트랙맨 아카데미,영업중,서울특별시 강남구 대치동 912-31번지 지층,"서울특별시 강남구 삼성로71길 18 (대치동,지층)",강남구,대치동,37.498122,127.0745615
16,골프연습장업,클럽300(394),영업중,서울특별시 강남구 대치동 890-36번지 60 오이타워 지층,"서울특별시 강남구 테헤란로70길 12  (대치동,60 오이타워 지층)",강남구,대치동,37.5047023,127.0531444
17,골프연습장업,골프존 스카이(398),영업중,서울특별시 강남구 삼성동 69-14번지 15번지 지층,"서울특별시 강남구 삼성로 622 (삼성동, 대명빌딩)",강남구,삼성동,37.5152142,127.0524102
18,골프연습장업,에이원에스지(397),영업중,서울특별시 강남구 논현동 87-3번지 해바라기빌딩 지층,"서울특별시 강남구 논현로132길 8  (논현동,해바라기빌딩 지층)",강남구,논현동,37.5184932,127.0278352
19,골프연습장업,신사스크린골프(371),영업중,서울특별시 강남구 논현동 16번지 소망빌딩 3층,"서울특별시 강남구 강남대로150길 6 (논현동, 논현동 K 빌딩)",강남구,논현동,37.5176728,127.0246382
20,골프연습장업,P스크린골프,영업중,서울특별시 강남구 도곡동 957-11번지 극동스타클래스,"서울특별시 강남구 남부순환로 2615 (도곡동, 극동스타클래스)",강남구,도곡동,37.4851013,127.035744
21,골프연습장업,대청spo5,영업중,서울특별시 강남구 개포동 13-3번지 대청타워,"서울특별시 강남구 개포로 623, 대청타워 3층 (개포동)",강남구,개포동,37.4940992,127.0796795
22,골프연습장업,비다펠리즈(VIDA FELIZ),영업중,서울특별시 강남구 삼성동 161-17번지 경진빌딩,"서울특별시 강남구 영동대로106길 17, 경진빌딩 지하1층 (삼성동)",강남구,삼성동,37.5137461,127.0624848
23,골프연습장업,ARAM GOLF STUDIO,영업중,서울특별시 강남구 청담동 109-1,"서울특별시 강남구 도산대로85길 50-18, B1층 (청담동)",강남구,청담동,37.5271973,127.0516895
24,골프연습장업,YU Golf Studio,영업중,서울특별시 강남구 논현동 213-4번지,"서울특별시 강남구 논현로128길 18, 지하1층 (논현동)",강남구,논현동,37.5136255,127.0325865
25,골프연습장업,골프에비뉴,영업중,서울특별시 강남구 논현동 249-6 논현로얄팰리스,"서울특별시 강남구 언주로 626, 논현로얄팰리스 지하1층 1호 (논현동)",강남구,논현동,37.5124591,127.0359654
26,골프연습장업,키움골프 GDR 아카데미 역삼점,영업중,서울특별시 강남구 역삼동 755번지 한솔필리아,"서울특별시 강남구 역삼로 310, 한솔필리아 2층 33호 (역삼동)",강남구,역삼동,37.4991554,127.0483257
27,골프연습장업,(주)유디알 지에프,영업중,서울특별시 강남구 역삼동 722번지 경남아파트,"서울특별시 강남구 언주로85길 13, 지하1층 (역삼동, 경남아파트)",강남구,역삼동,37.5004607,127.0424651
28,골프연습장업,에어골프 스튜디오 청담,영업중,서울특별시 강남구 청담동 87-4번지 S&S TOWER,"서울특별시 강남구 도산대로 409, S&S TOWER 지하2층 (청담동)",강남구,청담동,37.5237032,127.0404847
29,골프연습장업,(주)오너스스포츠,영업중,서울특별시 강남구 논현동 221-13번지,"서울특별시 강남구 논현로 628, 지하2층 (논현동)",강남구,논현동,37.5098201,127.0331008
30,골프연습장업,2X 골프 아카데미,영업중,서울특별시 강남구 일원동 717 삼성생명 일원역 빌딩,"서울특별시 강남구 일원로 115, 삼성생명 일원역 빌딩 103-2호 (일원동)",강남구,일원동,37.4890175,127.0824833
31,골프연습장업,2x 골프연습장,영업중,서울특별시 강남구 일원동 717 삼성생명 일원역 빌딩,"서울특별시 강남구 일원로 115, 삼성생명 일원역 빌딩 103-3호 (일원동)",강남구,일원동,37.4890175,127.0824833
32,골프연습장업,레인지엑스 가로수점,영업중,서울특별시 강남구 신사동 528-4번지 화인빌딩,"서울특별시 강남구 압구정로 110, 화인빌딩 지하1층 (신사동)",강남구,신사동,37.5229557,127.0208697
33,골프연습장업,EST Golf,영업중,서울특별시 강남구 역삼동 606-28번지,서울특별시 강남구 논현로 561 (역삼동),강남구,역삼동,37.5061352,127.0340687
34,골프연습장업,(주)더프라자 청담,영업중,서울특별시 강남구 신사동 652-16번지,"서울특별시 강남구 도산대로 327, 지하1층 (신사동)",강남구,신사동,37.5231166,127.0375869
35,골프연습장업,(주)제이지에스 골프,영업중,서울특별시 강남구 신사동 579-6번지,"서울특별시 강남구 논현로175길 18, 지하2층 (신사동)",강남구,신사동,37.5259907,127.0271404
36,골프연습장업,엑스원 골프 아카데미,영업중,서울특별시 강남구 논현동 244-4번지,"서울특별시 강남구 선릉로127길 27, 지하1층 (논현동)",강남구,논현동,37.514937,127.0395139
37,골프연습장업,주식회사 두댓,영업중,서울특별시 강남구 신사동 656-4번지 우진빌딩,"서울특별시 강남구 선릉로155길 23, 우진빌딩 지하1층 (신사동)",강남구,신사동,37.5255395,127.0377357
38,골프연습장업,모션골프,영업중,서울특별시 강남구 역삼동 720-9번지 스타팅빌딩,"서울특별시 강남구 테헤란로38길 5, 스타팅빌딩 지하2층 (역삼동)",강남구,역삼동,37.5016355,127.0416703
39,골프연습장업,기어스랩,영업중,서울특별시 강남구 삼성동 9-22 서경빌딩,"서울특별시 강남구 선릉로 642, 서경빌딩 1층 (삼성동)",강남구,삼성동,37.5139798,127.0428133
40,골프연습장업,메타골프엔터테인먼트,영업중,서울특별시 강남구 삼성동 113-4 PARK L9,"서울특별시 강남구 봉은사로 426, PARK L9 지하1층 (삼성동)",강남구,삼성동,37.5107567,127.0467103
41,골프연습장업,주식회사 더블지에프,영업중,서울특별시 강남구 논현동 209 삼환아르누보3,"서울특별시 강남구 학동로 224, 삼환아르누보3 203,204,206,207,208,209,210호 (논현동)",강남구,논현동,37.51445880000001,127.0332712
42,골프연습장업,수목토 골프클럽,영업중,서울특별시 강남구 청담동 87-8 갤러리제이씨,"서울특별시 강남구 도산대로 415, 갤러리제이씨 지하1층 (청담동)",강남구,청담동,37.5238058,127.040914
43,골프연습장업,72골프연습장,영업중,서울특별시 강남구 삼성동 141-3번지 세웅타워,"서울특별시 강남구 선릉로94길 12, 세웅타워 지하2층 (삼성동)",강남구,삼성동,37.5058116,127.0494848
44,골프연습장업,킹덤골프스튜디오,영업중,서울특별시 강남구 논현동 7-4번지 큐빅타워,"서울특별시 강남구 도산대로 170, 큐빅타워 지하1층 (논현동)",강남구,논현동,37.5189454,127.0272714
45,골프연습장업,알로하골프 개포,영업중,서울특별시 강남구 개포동 1219,"서울특별시 강남구 논현로16길 30, 2층 (개포동)",강남구,개포동,37.4771083,127.0487315
46,골프연습장업,GBL 골프연구소,영업중,서울특별시 강남구 논현동 95-14 동성빌딩,"서울특별시 강남구 선릉로145길 16, 동성빌딩 지하1층 (논현동)",강남구,논현동,37.5215728,127.0380753
47,골프연습장업,주식회사 스트로크플레이 대치점,영업중,서울특별시 강남구 대치동 908-20번지 대치 EM 프라자,"서울특별시 강남구 선릉로 340, 대치 EM 프라자 B2층 (대치동)",강남구,대치동,37.5001553,127.0513254
48,골프연습장업,S&H웰빙휘트니스,영업중,서울특별시 강남구 도곡동 543 동신빌딩,"서울특별시 강남구 도곡로 204, 동신빌딩 지하1층 (도곡동)",강남구,도곡동,37.4921532,127.0413973
49,골프연습장업,TGX GOLF ACADEMY,영업중,서울특별시 강남구 삼성동 159 코엑스,"서울특별시 강남구 영동대로 513, 코엑스 지하2층 (삼성동)",강남구,삼성동,37.5116828,127.059151
50,골프연습장업,올바디골프,영업중,서울특별시 강남구 청담동 130 청담아이파크,"서울특별시 강남구 영동대로142길 25 (청담동, 청담아이파크)",강남구,청담동,37.5252409,127.0552177
51,골프연습장업,레인지엑스 삼성,영업중,서울특별시 강남구 대치동 945 삼안빌딩,"서울특별시 강남구 테헤란로 520, 삼안빌딩 지하1층 (대치동)",강남구,대치동,37.5078052,127.0610787
52,골프연습장업,골프플래닛,영업중,서울특별시 강남구 역삼동 830-41 네스빌,"서울특별시 강남구 역삼로7길 17, 네스빌 지하1층 (역삼동)",강남구,역삼동,37.4953252,127.032531
53,골프연습장업,웰씨짐,영업중,서울특별시 강남구 역삼동 765-2 백림빌딩,"서울특별시 강남구 선릉로63길 9, 백림빌딩 5층 (역삼동)",강남구,역삼동,37.4971002,127.051381
54,골프연습장업,S.S골프클럽,영업중,서울특별시 강남구 청담동 30-33 대림아파트,"서울특별시 강남구 학동로77길 27, 상가동 2층 (청담동, 대림아파트)",강남구,청담동,37.5205036,127.0478363
55,골프연습장업,버핏그라운드 역삼별관,영업중,서울특별시 강남구 역삼동 648-9,"서울특별시 강남구 테헤란로 129, 지하2층 (역삼동)",강남구,역삼동,37.50011740000001,127.0322218
56,골프연습장업,미나모토 골프 스튜디오,영업중,서울특별시 강남구 도곡동 465 우성4차아파트,"서울특별시 강남구 언주로 117, 2층 (도곡동, 우성4차아파트)",강남구,도곡동,37.4853084,127.0494848
57,골프연습장업,히든랩 골프 연습장,영업중,서울특별시 강남구 역삼동 784-6 기성빌딩,"서울특별시 강남구 언주로 309, 기성빌딩 B101호 (역삼동)",강남구,역삼동,37.4951214,127.0458188
58,골프연습장업,송경서 골프아카데미 골프스타점,영업중,서울특별시 강남구 삼성동 150-19 코배가든,"서울특별시 강남구 삼성로 550, 코배가든 지하1층 (삼성동)",강남구,삼성동,37.5108515,127.0548085
59,골프연습장업,청담GDR아카데미,영업중,서울특별시 강남구 청담동 71-25 성호빌딩,"서울특별시 강남구 학동로97길 20, 성호빌딩 지하1층 (청담동)",강남구,청담동,37.5212011,127.0554736
60,골프연습장업,원골프(HGA_CR),영업중,서울특별시 강남구 역삼동 727-14 프라임빌딩,"서울특별시 강남구 논현로 412, 프라임빌딩 지하1층 (역삼동)",강남구,역삼동,37.4969835,127.0391287
61,골프연습장업,원 골프 아카데미,영업중,서울특별시 강남구 역삼동 727-14 프라임빌딩,"서울특별시 강남구 논현로 412, 프라임빌딩 지하1층 (역삼동)",강남구,역삼동,37.4969835,127.0391287
62,골프연습장업,메타아이골프,영업중,서울특별시 강남구 삼성동 113-4 PARK L9,"서울특별시 강남구 봉은사로 426, PARK L9 지하2층 (삼성동)",강남구,삼성동,37.5107567,127.0467103
63,골프연습장업,리더스VSE골프,영업중,서울특별시 강남구 세곡동 581,"서울특별시 강남구 헌릉로 569, 강남리더스프라자 5층 (세곡동)",강남구,세곡동,37.4657816,127.1011914
64,골프연습장업,노바골프,영업중,서울특별시 강남구 일원동 683-9,"서울특별시 강남구 일원로3길 20, 지하1층 (일원동)",강남구,일원동,37.4915285,127.0822079
65,골프연습장업,주식회사 라이언앳,영업중,서울특별시 강남구 논현동 237 논현 237,"서울특별시 강남구 언주로113길 7, 논현 237 2층 (논현동)",강남구,논현동,37.5093192,127.0367059
66,골프연습장업,G-labo Studio(지라보 스튜디오),영업중,서울특별시 강남구 신사동 638-10,"서울특별시 강남구 언주로174길 11, 지하1층 (신사동)",강남구,신사동,37.5285966,127.0348072
67,골프연습장업,(주)글뤽골프,영업중,서울특별시 강남구 청담동 46-11 근정 빌딩,"서울특별시 강남구 삼성로133길 15, 근정 빌딩 4,5층 (청담동)",강남구,청담동,37.5191852,127.048579
68,골프연습장업,최완욱 골프 연구소,영업중,서울특별시 강남구 논현동 211-15 한솔빌딩,"서울특별시 강남구 언주로 639, 한솔빌딩 지하1층 (논현동)",강남구,논현동,37.5136178,127.0349761
69,골프연습장업,공감 골프,영업중,서울특별시 강남구 청담동 125-14 RNF537,"서울특별시 강남구 도산대로 537, RNF537 지하1층 (청담동)",강남구,청담동,37.5251955,127.052372
70,골프연습장업,그린(224),영업중,서울특별시 강남구 도곡동 422번지 광명빌딩 지하1층,"서울특별시 강남구 논현로28길 48  (도곡동,광명빌딩 지하1층)",강남구,도곡동,37.4843183,127.045718
71,골프연습장업,탑스크린(334),영업중,서울특별시 강남구 삼성동 1-1번지 천마빌딩 지층,"서울특별시 강남구 학동로 402 (삼성동,천마빌딩 지층)",강남구,삼성동,37.516955,127.0417748
72,골프연습장업,휘슬러휘트니스(227),영업중,서울특별시 강남구 역삼동 837-11번지 유니온센타 지하2층,서울특별시 강남구 강남대로 310 (역삼동),강남구,역삼동,37.5000776,127.0385419
73,골프연습장업,삼성강남스크린골프(323),영업중,서울특별시 강남구 삼성동 127-13번지 Bk-Tower,"서울특별시 강남구 삼성로 547, Bk-Tower (삼성동)",강남구,삼성동,37.5103477,127.0543392
74,골프연습장업,아인스 휘트니스,영업중,서울특별시 강남구 논현동 221-5 M빌딩 B2,"서울특별시 강남구 논현로 626 (논현동,M빌딩 B2)",강남구,논현동,37.5095391,127.0332328
75,골프연습장업,아이골프연습장(327),영업중,"서울특별시 강남구 삼성동 58번지 F2,3","서울특별시 강남구 학동로 522 (삼성동,F2,3)",강남구,삼성동,37.5195566,127.0560193
76,골프연습장업,"재형골프시스템[328,스크린1포함]",영업중,서울특별시 강남구 도곡동 964번지 현대그린아파트 상가동 지하1층,"서울특별시 강남구 논현로51길 25 (도곡동,현대그린아파트 상가동 지하1층)",강남구,도곡동,37.4887954,127.0392435
77,골프연습장업,드림라인(329)[스크린],영업중,서울특별시 강남구 대치동 912-31번지 니츠빌딩 지하,"서울특별시 강남구 삼성로71길 18 (대치동,니츠빌딩 지하)",강남구,대치동,37.498122,127.0745615
78,골프연습장업,한티비전스크린골프(332),영업중,서울특별시 강남구 대치동 922-1번지 한림빌딩 지하1층,"서울특별시 강남구 선릉로 324 (대치동,한림빌딩 지하1층)",강남구,대치동,37.506127,127.0600466
79,골프연습장업,엠클럽골프,영업중,서울특별시 강남구 대치동 901-67번지 성도빌딩,"서울특별시 강남구 역삼로77길 23, 성도빌딩 지하1층 (대치동)",강남구,대치동,37.5039449,127.0558684
80,골프연습장업,주식회사 더프라자,영업중,서울특별시 강남구 논현동 86-1번지 아이캐슬빌딩,"서울특별시 강남구 논현로 706, 아이캐슬빌딩 B1층 (논현동)",강남구,논현동,37.5152829,127.0307399
81,골프연습장업,토마토스크린골프존,영업중,서울특별시 강남구 역삼동 721-9번지 산정빌딩 지하1층,"서울특별시 강남구 언주로81길 8 (역삼동,산정빌딩 지하1층)",강남구,역삼동,37.500366,127.042869
82,골프연습장업,역삼지앤에프(스크린)(333),영업중,서울특별시 강남구 역삼동 727-8 운기빌딩 지하2층,"서울특별시 강남구 논현로 416 (역삼동,운기빌딩 지하2층)",강남구,역삼동,37.4974055,127.0388822
83,골프연습장업,정우스크린골프(341),영업중,서울특별시 강남구 역삼동 738-40번지 지하1층,"서울특별시 강남구 논현로81길 11 (역삼동,지하1층)",강남구,역삼동,37.4979174,127.0371327
84,골프연습장업,디에스지(스크린)(344),영업중,서울특별시 강남구 도곡동 544번지 신호빌딩 지층102호~103호,"서울특별시 강남구 도곡로 184, 지하1층 102~103호 (도곡동)",강남구,도곡동,37.4916885,127.0397809
85,골프연습장업,지프라자스크린골프(346),영업중,서울특별시 강남구 도곡동 515-4번지 2층,서울특별시 강남구 논현로 148 (도곡동),강남구,도곡동,37.4917248,127.0459398
86,골프연습장업,은성(201),영업중,서울특별시 강남구 논현동 240-14번지,서울특별시 강남구 선릉로129길 24  (논현동),강남구,논현동,37.5141659,127.023239
87,골프연습장업,에스비에스(202),영업중,서울특별시 강남구 신사동 536-16번지 지하1층,"서울특별시 강남구 도산대로13길 15 (신사동,지하1층)",강남구,신사동,37.5253465,127.0383259
88,골프연습장업,강남(205),영업중,서울특별시 강남구 삼성동 169번지,서울특별시 강남구 영동대로96길 20  (삼성동),강남구,삼성동,37.5180056,127.0633824
89,골프연습장업,삼성골프장,영업중,서울특별시 강남구 일원동 626번지,서울특별시 강남구 개포로124길 27 (일원동),강남구,일원동,37.4868475,127.0819426
90,골프연습장업,그린 (212),영업중,서울특별시 강남구 역삼동 754-2번지 지상2층,"서울특별시 강남구 역삼로52길 14 (역삼동, 도곡프라자)",강남구,역삼동,37.4985444,127.0479369
91,골프연습장업,리버골프(300),영업중,서울특별시 강남구 개포동 1237-16번지,서울특별시 강남구 논현로18길 15 (개포동),강남구,개포동,37.4779931,127.0462243
92,골프연습장업,에이스골프연습장(301),영업중,서울특별시 강남구 신사동 528-3번지 덕산빌딩 지하1층,"서울특별시 강남구 압구정로 108 (신사동,덕산빌딩 지하1층)",강남구,신사동,37.5229191,127.0205789
93,골프연습장업,채플린이지골프(224),영업중,서울특별시 강남구 도곡동 422 광명빌딩 지하1층,"서울특별시 강남구 논현로28길 48  (도곡동,광명빌딩 지하1층)",강남구,도곡동,37.4843183,127.045718
94,골프연습장업,로지골프(주)(304),영업중,서울특별시 강남구 대치동 962-22번지 한림빌딩 지하1층,"서울특별시 강남구 삼성로 336 (대치동,한림빌딩 지하1층)",강남구,대치동,37.506127,127.0600466
95,골프연습장업,(주)강남스파(306),영업중,서울특별시 강남구 논현동 74-7번지,서울특별시 강남구 논현로 732  (논현동),강남구,논현동,37.5136787,127.0317124
96,골프연습장업,듀얼라이프골프,영업중,서울특별시 강남구 개포동 1193,서울특별시 강남구 논현로 34,강남구,개포동,37.4741531,127.0487826
97,골프연습장업,프라이어휘트니스 논현점(308),영업중,서울특별시 강남구 논현동 175-4번지 지하 1층,"서울특별시 강남구 논현로 633  (논현동,지하 1층)",강남구,논현동,37.5100075,127.0321634
98,골프연습장업,빅스골프아카데미 (309),영업중,서울특별시 강남구 개포동 170-1번지 석주빌딩 지하1층,"서울특별시 강남구 선릉로12길 5  (개포동,석주빌딩 지하1층)",강남구,개포동,37.4836477,127.0602969
99,골프연습장업,명인갤러리,영업중,서울특별시 강남구 역삼동 751-1번지 지하1층,"서울특별시 강남구 역삼로11길 6, 지하1층 (역삼동)",강남구,역삼동,37.4947163,127.0344691
100,골프연습장업,수서스크린골프존(357),영업중,서울특별시 강남구 수서동 714-4번지 문암빌딩 B1,"서울특별시 강남구 광평로51길 6-11 (수서동,문암빌딩 B1)",강남구,수서동,37.4885196,127.1032564
101,골프연습장업,탱크(스크린골프)(359),영업중,서울특별시 강남구 역삼동 700-33번지 지층,"서울특별시 강남구 테헤란로43길 17 (역삼동,지층)",강남구,역삼동,37.5044415,127.0436869
102,골프연습장업,골프아이(360),영업중,서울특별시 강남구 도곡동 552-6번지 삼송빌딩 지층,"서울특별시 강남구 도곡로 146  (도곡동,삼송빌딩 지층)",강남구,도곡동,37.5065712,127.0497698
103,골프연습장업,피지에이골프아카데미,영업중,서울특별시 강남구 역삼동 833-2번지 성보역삼빌딩,"서울특별시 강남구 역삼로 120, 성보역삼빌딩 지하1층 (역삼동)",강남구,역삼동,37.4935577,127.0327193
104,골프연습장업,덕산(179),영업중,서울특별시 강남구 역삼동 787번지,서울특별시 강남구 도곡로27길 6 (역삼동),강남구,역삼동,37.4934356,127.0423424
105,골프연습장업,골프사랑(스크린)(361),영업중,서울특별시 강남구 삼성동 144-4번지 ES타워 지층,"서울특별시 강남구 테헤란로77길 14 (삼성동,ES타워 지층)",강남구,삼성동,37.5074912,127.0546738
106,골프연습장업,707스크린골프존(364),영업중,서울특별시 강남구 역삼동 707-15번지 우정에쉐르3(B1),서울특별시 강남구 언주로86길 25 (역삼동),강남구,역삼동,37.5024872,127.045021
107,골프연습장업,한국(181),영업중,서울특별시 강남구 역삼동 747-5번지 브라운스톤역삼아파트,"서울특별시 강남구 역삼로 171 (역삼동, 브라운스톤역삼아파트)",강남구,역삼동,37.4957049,127.0378621
108,골프연습장업,르카프,영업중,서울특별시 강남구 대치동 982-10번지,서울특별시 강남구 역삼로98길 28 (대치동),강남구,대치동,37.5028983,127.0646392
109,골프연습장업,도곡(실외)(123),영업중,서울특별시 강남구 도곡동 515-10번지,서울특별시 강남구 남부순환로370길 33 (도곡동),강남구,도곡동,37.4883724,127.0442027
110,골프연습장업,위너스빌(315),영업중,서울특별시 강남구 삼성동 151-7번지 지하2층,"서울특별시 강남구 삼성로 534  (삼성동,지하2층)",강남구,삼성동,37.5097337,127.0556437
111,골프연습장업,러빙유골프존(삼성점),영업중,"서울특별시 강남구 삼성동 119-9번지 4,5층","서울특별시 강남구 삼성로 571 (삼성동,4,5층)",강남구,삼성동,37.5176485,127.0452699
112,골프연습장업,공브라더스골프아카데미(313),영업중,서울특별시 강남구 논현동 231-4번지 원일빌딩 지하1층,"서울특별시 강남구 봉은사로37길 22 (논현동,원일빌딩 지하1층)",강남구,논현동,37.5097779,127.0363394
113,골프연습장업,(주)건강과 땀,영업중,서울특별시 강남구 수서동 715번지,"서울특별시 강남구 광평로 281 (수서동, 수서빌딩)",강남구,수서동,37.4880028,127.1026639
114,골프연습장업,예 골프 아카데미,영업중,서울특별시 강남구 역삼동 756-14번지 지하1층,"서울특별시 강남구 선릉로 323, 지하1층 (역삼동)",강남구,역삼동,37.498365,127.0515642
115,골프연습장업,주식회사 애플짐역삼,영업중,"서울특별시 강남구 역삼동 755번지 한솔필리아, 지하1층","서울특별시 강남구 역삼로 310 (역삼동, 한솔필리아)",강남구,역삼동,37.4991554,127.0483257
116,골프연습장업,이즈 골프존 파크,영업중,"서울특별시 강남구 대치동 994-6번지 수안빌딩, 지하1층","서울특별시 강남구 영동대로 223 (대치동, 수안빌)",강남구,대치동,37.4991887,127.0633458
117,골프연습장업,로얄 골프아카데미,영업중,서울특별시 강남구 대치동 62-8번지 지하1층,"서울특별시 강남구 영동대로50길 10 (대치동, 지하1층)",강남구,대치동,37.4985403,127.0699374
118,골프연습장업,비타스크린 골프존[스크린룸5],영업중,서울특별시 강남구 삼성동 170번지,"서울특별시 강남구 영동대로96길 34 (삼성동, 대윤빌딩)",강남구,삼성동,37.5126471,127.0437688
119,골프연습장업,에이스휘트니스 (310),영업중,서울특별시 강남구 역삼동 823-21번지 대공빌딩 지하1층,"서울특별시 강남구 테헤란로 126  (역삼동,대공빌딩 지하1층)",강남구,역삼동,37.4990532,127.0323061
120,골프연습장업,삼성래미안스크린골프(424),영업중,서울특별시 강남구 대치동 1014번지 지층 101호,"서울특별시 강남구 도곡로78길 22 (대치동,지층 101호)",강남구,대치동,37.4963866,127.058402
121,골프연습장업,오너스스크린골프(425),영업중,서울특별시 강남구 논현동 175-14번지 지층,"서울특별시 강남구 논현로 627 (논현동, 유현빌딩)",강남구,논현동,37.50973460000001,127.0322053
122,골프연습장업,리스(219),영업중,서울특별시 강남구 신사동 548-5번지 지하1층,"서울특별시 강남구 논현로175길 78 (신사동,지하1층)",강남구,신사동,37.5237141,127.0226746
123,골프연습장업,4D(213),영업중,서울특별시 강남구 대치동 932-2번지 지하1층,"서울특별시 강남구 도곡로77길 14  (대치동,지하1층)",강남구,대치동,37.4992943,127.0585913
124,골프연습장업,파골프연습장(256)[스크린 3실 포함],영업중,서울특별시 강남구 삼성동 8-1번지,서울특별시 강남구 선릉로 664 (삼성동),강남구,삼성동,37.51397499999999,127.0561274
125,골프연습장업,슬림핏휘트니스(259),영업중,서울특별시 강남구 대치동 891-49번지,"서울특별시 강남구 테헤란로78길 14-13 (대치동, 포스타 빌딩)",강남구,대치동,37.5048669,127.0545864
126,골프연습장업,청담스포피아(실외)(121),영업중,서울특별시 강남구 청담동 66-4번지,서울특별시 강남구 학동로95길 51 (청담동),강남구,청담동,37.5219622,127.0520455
127,골프연습장업,두성골프연습장(204),영업중,서울특별시 강남구 청담동 44-12번지,서울특별시 강남구 학동로 419 (청담동),강남구,청담동,37.5183507,127.0459641
128,골프연습장업,비젼(229),영업중,서울특별시 강남구 역삼동 734-15번지,서울특별시 강남구 역삼로 205 (역삼동),강남구,역삼동,37.4998901,127.0488377
129,골프연습장업,효원골프크럽(194),영업중,서울특별시 강남구 대치동 941-24번지,서울특별시 강남구 도곡로 447  (대치동),강남구,대치동,37.4987688,127.0593926
130,골프연습장업,임진한골프(55),영업중,서울특별시 강남구 신사동 530번지 지하1층,"서울특별시 강남구 압구정로 120  (신사동,지하1층)",강남구,신사동,37.52356899999999,127.0219182
131,골프연습장업,청담쎄븐골프죤,영업중,서울특별시 강남구 청담동 68-5번지 B3층,"서울특별시 강남구 영동대로 731, B3층 (청담동, 신영빌딩)",강남구,청담동,37.5230137,127.0547411
132,골프연습장업,파인스크린골프(427),영업중,서울특별시 강남구 개포동 186-13번지 지층,"서울특별시 강남구 개포로 504 (개포동, 신일빌딩)",강남구,개포동,37.48896250000001,127.0671019
133,골프연습장업,박종현골프아카데미(428),영업중,서울특별시 강남구 대치동 66번지 쌍용종합상가 지하2층 243호,"서울특별시 강남구 영동대로 210 (대치동, 쌍용아파트)",강남구,대치동,37.498221,127.069278
134,골프연습장업,클럽케이 서울 휘트니스,영업중,서울특별시 강남구 삼성동 140-3번지 선릉대림아크로텔 B201호,"서울특별시 강남구 선릉로 524, B201호 (삼성동,선릉대림아크로텔)",강남구,삼성동,37.5064879,127.048381
