,business_name,service_name,on,address,lat,lng,gu,dong,l_dong
0,(주)바른손 베니건스 압구정점,관광식당,영업중,서울특별시 강남구 논현동 94번지,37.5226047,127.0385355,강남구,논현,논현동
1,젠하이더웨이,관광식당,영업중,"서울특별시 강남구 신사동 645-18번지 1,2층",37.5260101,127.0355707,강남구,신사,신사동
2,중화요리첸,관광식당,영업중,서울특별시 강남구 청담동 52-8번지 지상1층,37.5242104,127.0528263,강남구,청담,청담동
3,티엔티엔,관광식당,영업중,서울특별시 강남구 역삼동 708-33번지 파라다이스빌딩 지하1층 101호,37.50292719999999,127.0485467,강남구,역삼,역삼동
4,폴,관광식당,영업중,서울특별시 강남구 청담동 22-16번지 1층,37.5221232,127.0409476,강남구,청담,청담동
5,(주)가배전문점,관광식당,영업중,서울특별시 강남구 청담동 96-6번지 1층,37.5254251,127.0455719,강남구,청담,청담동
6,(주)파리크라상 퀸스파크 청담점,관광식당,영업중,서울특별시 강남구 청담동 83-18번지,37.5259216,127.0416082,강남구,청담,청담동
7,78온더라이즈,관광식당,영업중,서울특별시 강남구 삼성동 78번지 삼안빌딩 1층,37.5199859,127.0577213,강남구,삼성,삼성동
8,그릴아지사이,관광식당,영업중,서울특별시 강남구 역삼동 647-11번지 동영빌딩 지상 1층,37.50035630000001,127.0332463,강남구,역삼,역삼1동
9,란나타이(양재점),관광식당,영업중,서울특별시 강남구 도곡동 953-1번지 지하1층 B107호,37.4853089,127.0344036,강남구,도곡,도곡동
10,첸,관광식당,영업중,서울특별시 강남구 역삼동 746-12번지,37.4969639,127.0382617,강남구,역삼,역삼동
11,팔장선원,관광식당,영업중,서울특별시 강남구 도곡동 518-7번지 1층,37.4828816,127.0431498,강남구,도곡,도곡동
12,(주)이닝,관광식당,영업중,서울특별시 강남구 청담동 22-12번지 1층,37.5224083,127.0412849,강남구,청담,청담동
13,도쿄 사이카보,관광식당,영업중,서울특별시 강남구 청담동 127-19번지 지상1층,37.525769,127.0524275,강남구,청담,청담동
14,드마리,관광식당,영업중,서울특별시 강남구 신사동 580-5번지 지하1층,37.5263156,127.0277602,강남구,신사,신사동
15,크리스탈제이드상하이딜라이트,관광식당,영업중,서울특별시 강남구 압구정동 현대백화점 본점 5층,37.5273268,127.0274265,강남구,압구,압구정동
16,키라,관광식당,영업중,서울특별시 강남구 청담동 99-12번지 2층,37.5251711,127.046068,강남구,청담,청담동
17,대가방본점,관광식당,영업중,서울특별시 강남구 논현동 99-7번지 지상1층,37.521186,127.0385322,강남구,논현,논현동
18,일일향,관광식당,영업중,서울특별시 강남구 신사동 601-3번지 동우빌딩 지상1층,37.5238199,127.0303531,강남구,신사,신사동
19,(주)토마틸로지에프씨,관광식당,영업중,서울특별시 강남구 역삼동 강남파이낸스센터 지하2층,37.499927,127.036789,강남구,역삼,역삼동
20,(주)일본요리점 청산,관광식당,영업중,서울특별시 강남구 청담동 2-10번지 남강빌딩 지하 1층,37.5229615,127.0407085,강남구,청담,청담동
21,그라노,관광식당,영업중,서울특별시 강남구 신사동 645-1번지 히든하우스 1층,37.5261518,127.0349309,강남구,신사,신사동
22,공리(논현점),관광식당,영업중,서울특별시 강남구 논현동 240-14번지 1층,37.5160888,127.0395035,강남구,논현,논현동
23,띵호아,관광식당,영업중,서울특별시 강남구 개포동 1237-10번지 지상1층,37.4782874,127.0469655,강남구,개포,개포동
24,나베야,관광식당,영업중,서울특별시 강남구 대치동 899-3번지 2층,37.5027097,127.0517647,강남구,대치,대치동
25,더차이나,관광식당,영업중,서울특별시 강남구 대치동 890-30번지 지하1층,37.5048213,127.0526164,강남구,대치,대치동
26,도일처(정찬우),관광식당,영업중,서울특별시 강남구 논현동 86-5번지,37.5152717,127.0316026,강남구,논현,논현동
27,레스토랑 호카이도,관광식당,영업중,서울특별시 강남구 신사동 627-11번지 포도빌딩 지하1층,37.523791,127.0327154,강남구,신사,신사동
28,일품향(이미영),관광식당,영업중,서울특별시 강남구 대치동 922-23번지,37.497902,127.0526595,강남구,대치,대치동
29,차이웍,관광식당,영업중,서울특별시 강남구 대치동 1021-1번지 101호,37.4979979,127.059403,강남구,대치,대치동
30,청학루,관광식당,영업중,서울특별시 강남구 역삼동 668-12번지,37.5029987,127.0366967,강남구,역삼,역삼동
31,(주)바른손베니건스 코엑스점,관광식당,영업중,서울특별시 강남구 논현동 94번지,37.5226047,127.0385355,강남구,논현,논현동
32,(주)이목원 배나무골,관광식당,영업중,서울특별시 강남구 도곡동 대신증권빌딩 지하 1층,37.48859059999999,127.0452757,강남구,도곡,도곡동
33,(주)삼양만나취영루,관광식당,영업중,서울특별시 강남구 논현동 141-3번지,37.5105783,127.0227684,강남구,논현,논현동
34,대려도,관광식당,영업중,서울특별시 강남구 역삼동 833번지,37.4933484,127.0320347,강남구,역삼,역삼동
35,(주)뉴후론티어산업 그릴에이치,관광식당,영업중,서울특별시 강남구 청담동 92-8번지,37.5241386,127.043772,강남구,청담,청담동
36,채운,관광식당,영업중,서울특별시 강남구 신사동 525-10번지,37.5224442,127.0208238,강남구,신사,신사동
37,(주)다연외식 현경,관광식당,영업중,"서울특별시 강남구 대치동 991-2번지 태호빌딩 1층, 지하1층",37.4996236,127.0641346,강남구,대치,대치동
38,(주)바른손 베니건스 테헤란로점,관광식당,영업중,서울특별시 강남구 삼성동 158-10번지 마젤란21아스테리움 B101-B104호,37.5087655,127.05838,강남구,삼성,삼성동
39,가향,관광식당,영업중,서울특별시 강남구 논현동 83-20번지,37.5168076,127.0343016,강남구,논현,논현동
40,강가 선릉점,관광식당,영업중,서울특별시 강남구 대치동 금강타워 지하1층,37.504518,127.0507161,강남구,대치,대치4동
41,루안(아세아타워점),관광식당,영업중,서울특별시 강남구 역삼동 아세아타워빌딩 지하1층,37.4989629,127.0383428,강남구,역삼,역삼동
42,더키친살바토레쿠오모압구정점,관광식당,영업중,서울특별시 강남구 신사동 646-2번지 지상1층,37.5256572,127.0360229,강남구,신사,신사동
43,인생갈비탕,일반음식점,영업,서울특별시 강남구 역삼동 707-34 한신인터밸리24빌딩,37.5029732,127.0465325,강남구,역삼,역삼동
44,놀부 공유주방 선릉역,일반음식점,영업,서울특별시 강남구 대치동 896-28,37.5036624,127.0528475,강남구,대치,대치동
45,온기정,일반음식점,영업,서울특별시 강남구 삼성동 159-7 현대백화점,37.5085949,127.0597186,강남구,삼성,삼성동
46,쌘떡볶이,일반음식점,영업,서울특별시 강남구 역삼동 651-12,37.5071569,127.0353052,강남구,역삼,역삼동
47,코이라멘 압구정점,일반음식점,영업,서울특별시 강남구 신사동 613-5 캐럴라인타워,37.5269161,127.0302159,강남구,신사,신사동
48,고담식당,일반음식점,영업,서울특별시 강남구 삼성동 140 삼정빌딩,37.5071916,127.0531181,강남구,삼성,삼성2동
49,보승회관 강남구청역점,일반음식점,영업,서울특별시 강남구 논현동 111-13 노벨빌딩,37.5179585,127.0402982,강남구,논현,논현동
50,히노카츠,일반음식점,영업,서울특별시 강남구 도곡동 959-16,37.4859364,127.0366641,강남구,도곡,도곡동
51,버닝스톤,일반음식점,영업,서울특별시 강남구 대치동 909-15번지,37.5006394,127.0530073,강남구,대치,대치동
52,모던출장뷔페,일반음식점,영업,서울특별시 강남구 역삼동 779-5번지 지상3층 308호,37.4961557,127.0453744,강남구,역삼,역삼동
53,오마주,일반음식점,영업,서울특별시 강남구 역삼동 790-20번지,37.4947046,127.0376598,강남구,역삼,역삼동
54,심야식당 완(完),일반음식점,영업,서울특별시 강남구 역삼동 837-13,37.4917278,127.03184,강남구,역삼,역삼동
55,플랜잇(Planeat),일반음식점,영업,서울특별시 강남구 삼성동 143-40번지 미차빌딩,37.506363,127.0536495,강남구,삼성,삼성동
56,비어(Beer) 더 비워,일반음식점,영업,서울특별시 강남구 삼성동 109-19 한선빌딩,37.5150704,127.0635737,강남구,삼성,삼성동
57,김이순 장춘식당,일반음식점,영업,서울특별시 강남구 신사동 516번지 국제빌딩 지상2층,37.5184682,127.0213494,강남구,논현,논현1동
58,커피온리 봉은사역점,일반음식점,영업,서울특별시 강남구 삼성동 161-17번지 경진빌딩,37.5137461,127.0624848,강남구,삼성,삼성동
59,카이포라,일반음식점,영업,서울특별시 강남구 청담동 84-24번지 십이.이.사.칠빌딩,37.5265928,127.0409177,강남구,청담,청담동
60,오르새피자,일반음식점,영업,서울특별시 강남구 역삼동 786,37.4939768,127.0436245,강남구,역삼,역삼동
61,올라아보,일반음식점,영업,서울특별시 강남구 역삼동 651-15번지 STAR 빌딩,37.5071867,127.035967,강남구,역삼,역삼동
62,(주)도곡본점 해우리,일반음식점,영업,서울특별시 강남구 도곡동 942-1번지 꿈이룸 명진타워,37.4897993,127.0332897,강남구,도곡,도곡동
63,더블유더블유선릉일호점,일반음식점,영업,서울특별시 강남구 역삼동 706 위워크타워,37.5012795,127.0272284,강남구,역삼,역삼동
64,더블유더블유선릉이호점,일반음식점,영업,서울특별시 강남구 역삼동 706 위워크타워,37.5012795,127.0272284,강남구,역삼,역삼동
65,미미면가,일반음식점,영업,서울특별시 강남구 신사동 512-21번지,37.5173967,127.0201683,강남구,논현,논현1동
66,오사무식당,일반음식점,영업,서울특별시 강남구 역삼동 736-1 캐피탈타워,37.4997187,127.0348982,강남구,역삼,역삼동
67,앙스모멍 시그니처,일반음식점,영업,서울특별시 강남구 신사동 664-11번지 선우빌딩,37.5263342,127.0398764,강남구,신사,신사동
68,돈.디저트가있는밥집,일반음식점,영업,서울특별시 강남구 대치동 511 한보미도맨션,37.49345599999999,127.0597594,강남구,대치,대치동
69,소한마리솥밥,일반음식점,영업,서울특별시 강남구 역삼동 825-20번지 강남역 센트럴 푸르지오 시티,37.4977256,127.0292972,강남구,역삼,역삼동
70,일커피 주식회사(iL coffee 선릉역점),일반음식점,영업,서울특별시 강남구 삼성동 142-34번지,37.5057638,127.0509186,강남구,삼성,삼성동
71,난동,일반음식점,영업,서울특별시 강남구 신사동 642-18,37.5262035,127.0366592,강남구,신사,신사동
72,Occ.,일반음식점,영업,서울특별시 강남구 논현동 233-12번지,37.5084588,127.0347029,강남구,논현,논현동
73,이구펍4호점(29PUB),일반음식점,영업,서울특별시 강남구 역삼동 810-18번지,37.5037581,127.0260654,강남구,역삼,역삼동
74,파스타빌,일반음식점,영업,서울특별시 강남구 대치동 957-1번지,37.5055131,127.0579875,강남구,대치,대치동
75,동산분식,일반음식점,영업,서울특별시 강남구 대치동 890-38,37.5043909,127.0533488,강남구,대치,대치동
76,리베르떼,일반음식점,영업,서울특별시 강남구 도곡동 422-6번지,37.4844376,127.0463752,강남구,도곡,도곡동
77,산쪼메,일반음식점,영업,서울특별시 강남구 신사동 578-1번지 지상1층 102호,37.5259382,127.0275871,강남구,신사,신사동
78,조순금닭도리탕,일반음식점,영업,서울특별시 강남구 역삼동 839번지 황산빌딩,37.5164561,127.0318878,강남구,역삼,역삼동
79,제주꿀꿀이족발,일반음식점,영업,서울특별시 강남구 개포동 186-17번지 개포종합상가,37.4889386,127.0682415,강남구,개포,개포동
80,메콩타이 삼성역점,일반음식점,영업,서울특별시 강남구 대치동 996-9,37.5085854,127.0652029,강남구,대치,대치동
81,(주)바운스 트램폴린파크 삼성센터,일반음식점,영업,서울특별시 강남구 대치동 983-1번지 S-TOWER(해암빌딩) 지하3층,37.5034607,127.065435,강남구,대치,대치동
82,카레공간(대치점),일반음식점,영업,서울특별시 강남구 대치동 891-44번지 노벨빌딩,37.5050626,127.0553827,강남구,대치,대치동
83,바나프레소 양재역점,일반음식점,영업,서울특별시 강남구 도곡동 953-1번지 양재SK허브프리모,37.485268,127.034383,강남구,도곡,도곡동
84,바나프레소 역삼대로점,일반음식점,영업,서울특별시 강남구 역삼동 738-27번지,37.4984209,127.0377739,강남구,역삼,역삼1동
85,바리 논현점,일반음식점,영업,서울특별시 강남구 역삼동 651-14,37.5072289,127.0360934,강남구,역삼,역삼동
86,은하수[:天の河],일반음식점,영업,서울특별시 강남구 역삼동 811번지 지상3층,37.5037384,127.0264887,강남구,역삼,역삼동
87,호빈 HOBIN Japan Dinning,일반음식점,영업,서울특별시 강남구 청담동 124-14 데오빌로,37.5252718,127.0502664,강남구,청담,청담동
88,어썸플레이스 이태리부대찌개,일반음식점,영업,서울특별시 강남구 신사동 613-5번지 캐럴라인타워,37.5269161,127.0302159,강남구,신사,신사동
89,속초집,일반음식점,영업,서울특별시 강남구 역삼동 673-25번지,37.5037433,127.039689,강남구,역삼,역삼동
90,사람사는고깃집김일도(논현점),일반음식점,영업,서울특별시 강남구 논현동 237-6번지,37.5091567,127.0370492,강남구,논현,논현동
91,LOVETT(로벳)커피,일반음식점,영업,서울특별시 강남구 논현동 233-18번지 지상1층 102호,37.5085848,127.035549,강남구,논현,논현동
92,아그라,일반음식점,영업,서울특별시 강남구 역삼동 648-9번지,37.50011740000001,127.0322218,강남구,역삼,역삼1동
93,논현닭한마리,일반음식점,영업,서울특별시 강남구 논현동 240-16,37.5159717,127.0393791,강남구,논현,논현동
94,(주)핫도그찹찹,일반음식점,영업,서울특별시 강남구 신사동 657-19,37.5260965,127.0379394,강남구,신사,신사동
95,또바기포차,일반음식점,영업,서울특별시 강남구 일원동 681-7번지,37.489877,127.0829822,강남구,일원,일원동
96,산월칼국수,일반음식점,영업,서울특별시 강남구 대치동 316번지 은마아파트,37.4974176,127.0653272,강남구,대치,대치동
97,원조 을지로골뱅이,일반음식점,영업,서울특별시 강남구 삼성동 153-41번지,37.5107342,127.0572913,강남구,삼성,삼성동
98,존쿡델리미트,일반음식점,영업,서울특별시 강남구 도곡동 180-14번지 바스타빌딩,37.4863619,127.0445887,강남구,도곡,도곡동
99,압구정육식당,일반음식점,영업,서울특별시 강남구 압구정동 436번지 현대아파트,37.5271478,127.0334517,강남구,압구,압구정동
100,에렉스쿠킹,일반음식점,영업,서울특별시 강남구 삼성동 159 호텔오크우드프리미어,37.5125207,127.0588194,강남구,삼성,삼성동
101,마라테이블,일반음식점,영업,서울특별시 강남구 대치동 897-8,37.5030553,127.050498,강남구,대치,대치동
102,한라산 청담,일반음식점,영업,서울특별시 강남구 청담동 100번지 루미안빌,37.5271238,127.0457791,강남구,청담,청담동
103,지구당 역삼두꺼비빌딩점,일반음식점,영업,서울특별시 강남구 역삼동 707-1번지 두꺼비빌딩,37.502766,127.0447426,강남구,역삼,역삼2동
104,공감에프앤비 FNB,일반음식점,영업,서울특별시 강남구 신사동 665-6번지 신한양빌딩,37.5248974,127.0392938,강남구,신사,신사동
105,오늘은 맑음,일반음식점,영업,서울특별시 강남구 역삼동 707-34번지 한신인터밸리24빌딩,37.5029732,127.0465325,강남구,역삼,역삼동
106,(주)모스버거코리아 익스프레스강남구청역점,일반음식점,영업,서울특별시 강남구 논현동 118-17 세한빌딩,37.5171427,127.0401937,강남구,논현,논현2동
107,퍼햅스 PERHAPS,일반음식점,영업,서울특별시 강남구 역삼동 718-33,37.5004622,127.0396204,강남구,역삼,역삼동
108,고우 신사점,일반음식점,영업,서울특별시 강남구 신사동 511-5,37.5181248,127.0205282,강남구,논현,논현1동
109,명소한우,일반음식점,영업,"서울특별시 강남구 논현동 274-11 동은빌딩 지상1층 102, 103호",37.5101541,127.0386762,강남구,논현,논현동
110,춘만두,일반음식점,영업,서울특별시 강남구 역삼동 789-1,37.4943368,127.0354328,강남구,역삼,역삼동
111,갈비다움 압구정점,일반음식점,영업,서울특별시 강남구 신사동 570-5,37.5244608,127.0271966,강남구,신사,신사동
112,정참치,일반음식점,영업,서울특별시 강남구 대치동 894-5번지 한정빌딩,37.5043403,127.0558701,강남구,대치,대치동
113,우진,일반음식점,영업,서울특별시 강남구 역삼동 752번지,37.4956146,127.0343461,강남구,역삼,역삼동
114,(주)낙타브루잉,일반음식점,영업,서울특별시 강남구 논현동 183-6,37.5066846,127.0252524,강남구,논현,논현동
115,야신,일반음식점,영업,서울특별시 강남구 역삼동 699-1번지,37.5053076,127.0424912,강남구,역삼,역삼동
116,버뮤다 드링크트럭,일반음식점,영업,서울특별시 강남구 논현동 141-7번지 세일빌딩,37.5142477,127.0296799,강남구,논현,논현동
117,이가네 양꼬치,일반음식점,영업,서울특별시 강남구 대치동 896-15번지,37.5034886,127.0522932,강남구,대치,대치동
118,해밀 돈족,일반음식점,영업,서울특별시 강남구 역삼동 837-8,37.4904546,127.032296,강남구,역삼,역삼동
119,티엔프루프,일반음식점,영업,서울특별시 강남구 도곡동 454번지,37.4824431,127.0456786,강남구,도곡,도곡동
120,밤하늘(:よぞら),일반음식점,영업,서울특별시 강남구 역삼동 811번지,37.5037384,127.0264887,강남구,역삼,역삼동
121,북촌손만두 수서점,일반음식점,영업,서울특별시 강남구 수서동 713번지 수서현대벤쳐빌,37.4879855,127.1017774,강남구,수서,수서동
122,어성,일반음식점,영업,서울특별시 강남구 신사동 623-1번지,37.525739,127.0329382,강남구,신사,신사동
123,피자마루&썬더치킨,일반음식점,영업,서울특별시 강남구 세곡동 583 천석빌딩,37.4662663,127.1013625,강남구,세곡,세곡동
124,구구가가(GoogooGaga),일반음식점,영업,서울특별시 강남구 청담동 80-14,37.5262174,127.0444228,강남구,청담,청담동
125,물라라운지,일반음식점,영업,서울특별시 강남구 신사동 647-4번지,37.5251059,127.0361712,강남구,신사,신사동
126,일원카페,일반음식점,영업,서울특별시 강남구 일원동 642-11번지,37.4931849,127.0868326,강남구,일원,일원동
127,반려문화,일반음식점,영업,서울특별시 강남구 논현동 85-13번지,37.5159375,127.0333032,강남구,논현,논현동
128,누렁국수,일반음식점,영업,서울특별시 강남구 일원동 624-7 빌딩스타3,37.4948888,127.0840801,강남구,일원,일원동
129,춘천숯불닭갈비,일반음식점,영업,서울특별시 강남구 역삼동 817-16,37.5001155,127.0280451,강남구,역삼,역삼동
130,가원김밥,일반음식점,영업,서울특별시 강남구 역삼동 754-2번지 도곡프라자,37.4985444,127.0479369,강남구,역삼,역삼동
131,송옥 대치사거리,일반음식점,영업,서울특별시 강남구 대치동 961-1번지,37.5031198,127.0593737,강남구,대치,대치동
132,다몽집,일반음식점,영업,서울특별시 강남구 역삼동 619-5,37.5018519,127.0271706,강남구,역삼,역삼동
133,한식밥상,일반음식점,영업,서울특별시 강남구 논현동 224-10,37.5107394,127.0352163,강남구,논현,논현동
134,나주본곰탕,일반음식점,영업,서울특별시 강남구 자곡동 56-120 강남블루지움,37.4720001,127.1036631,강남구,자곡,자곡동
135,홍가네김치독,일반음식점,영업,서울특별시 강남구 역삼동 836-68,37.491174,127.034558,강남구,역삼,역삼동
136,이스트빌리지 일도씨닭갈비대치점,일반음식점,영업,서울특별시 강남구 대치동 599번지 대원빌딩,37.5076546,127.0627407,강남구,대치,대치동
137,라시네(RACINE),일반음식점,영업,서울특별시 강남구 청담동 42-2 지상2층,37.518114,127.043446,강남구,청담,청담동
138,스윙부스,일반음식점,영업,서울특별시 강남구 논현동 151-17번지,37.5111292,127.0308688,강남구,논현,논현동
139,컴스고스(comesgoes),일반음식점,영업,서울특별시 강남구 신사동 578-1번지,37.5259382,127.0275871,강남구,신사,신사동
140,로라방앗간,일반음식점,영업,서울특별시 강남구 청담동 124-15번지,37.5253041,127.0504943,강남구,청담,청담동
141,예채한식뷔페,일반음식점,영업,서울특별시 강남구 역삼동 837-26번지 삼일프라자오피스텔,37.4908189,127.0326637,강남구,역삼,역삼동
142,퍼피라운지,일반음식점,영업,서울특별시 강남구 청담동 92-2,37.5239901,127.0430484,강남구,청담,청담동
143,에그드랍 파르나스점,일반음식점,영업,서울특별시 강남구 삼성동 159-8 파르나스타워 지하1층 F-4호,37.5091322,127.0608511,강남구,삼성,삼성동
144,달씨,일반음식점,영업,서울특별시 강남구 역삼동 823번지 삼원타워,37.4987464,127.03169,강남구,역삼,역삼동
145,"이광진베스트부대찌개,냉동삼겹살",일반음식점,영업,서울특별시 강남구 도곡동 954-18번지,37.4856216,127.0359082,강남구,도곡,도곡동
146,카페36-16,일반음식점,영업,서울특별시 강남구 삼성동 36-16번지 제이펠리스,37.5122526,127.044644,강남구,삼성,삼성동
147,카츠클럽 신사점,일반음식점,영업,서울특별시 강남구 신사동 541-13,37.5189008,127.0237932,강남구,신사,신사동
148,에그드랍 강남역점,일반음식점,영업,서울특별시 강남구 역삼동 830,37.495157,127.0311655,강남구,역삼,역삼동
149,코르바니 선릉,일반음식점,영업,서울특별시 강남구 역삼동 700-17,37.5045228,127.0428747,강남구,역삼,역삼동
150,마포갈비,일반음식점,영업,서울특별시 강남구 도곡동 411-13번지 거북빌딩,37.4856027,127.044151,강남구,도곡,도곡동
151,늘봄,일반음식점,영업,서울특별시 강남구 신사동 635-7 스페이스데코,37.5269317,127.0342396,강남구,신사,신사동
152,테이크파이브,일반음식점,영업,서울특별시 강남구 논현동 5-16번지,37.5171649,127.0240392,강남구,논현,논현동
153,723핫도그앤커피 강남본점,일반음식점,영업,서울특별시 강남구 역삼동 825-20번지 강남역 센트럴 푸르지오 시티,37.4977256,127.0292972,강남구,역삼,역삼동
154,대운목장,일반음식점,영업,서울특별시 강남구 신사동 590-19,37.5210863,127.0287763,강남구,신사,신사동
155,동경규동 선릉점,일반음식점,영업,서울특별시 강남구 대치동 897-3번지,37.5025104,127.0502667,강남구,대치,대치동
156,지펜녹,일반음식점,영업,서울특별시 강남구 역삼동 722번지 경남아파트 지하1층 B01호,37.5005712,127.0423112,강남구,역삼,역삼동
157,땀땀,일반음식점,영업,서울특별시 강남구 압구정동 494번지 갤러리아백화점,37.5271478,127.0334517,강남구,압구,압구정동
158,논현밀밭,일반음식점,영업,서울특별시 강남구 논현동 191-17,37.5085391,127.0323842,강남구,논현,논현동
159,더블유더블유디자이너클럽일호점,일반음식점,영업,서울특별시 강남구 청담동 85-4 디자이너클럽,37.5244587,127.0400769,강남구,청담,청담동
160,더블유더블유미타이호점,일반음식점,영업,서울특별시 강남구 삼성동 143-40 미차빌딩,37.506363,127.0536495,강남구,삼성,삼성동
161,더블유더블유미타일호점,일반음식점,영업,서울특별시 강남구 삼성동 143-40 미차빌딩,37.506363,127.0536495,강남구,삼성,삼성동
162,라공방 강남역점,일반음식점,영업,서울특별시 강남구 역삼동 816-5번지,37.4999771,127.0273849,강남구,역삼,역삼동
163,(주)가온에프앤비,일반음식점,영업,서울특별시 강남구 대치동 891-46번지 V&S,37.5050689,127.054985,강남구,대치,대치동
164,온돌 더프라임,일반음식점,영업,서울특별시 강남구 역삼동 648-9번지,37.50011740000001,127.0322218,강남구,역삼,역삼1동
165,갓포돈,일반음식점,영업,서울특별시 강남구 역삼동 642-1번지 역삼현대벤쳐텔,37.501607,127.0356262,강남구,역삼,역삼동
166,봉추찜닭 강남358타워점,일반음식점,영업,서울특별시 강남구 역삼동 826-14번지 강남358타워,37.4950821,127.0297217,강남구,역삼,역삼동
167,심양 청담본점,일반음식점,영업,서울특별시 강남구 신사동 662-8,37.5273565,127.0385342,강남구,신사,신사동
168,삼정하누 도산공원점,일반음식점,영업,서울특별시 강남구 신사동 644-5번지 신사청호빌딩,37.5266591,127.0351878,강남구,신사,신사동
169,스크렘(Screme),일반음식점,영업,서울특별시 강남구 역삼동 811번지,37.5037384,127.0264887,강남구,역삼,역삼동
170,오레노 유메,일반음식점,영업,서울특별시 강남구 역삼동 831-29 에레프,37.4947497,127.0307561,강남구,역삼,역삼동
171,야기카레,일반음식점,영업,서울특별시 강남구 역삼동 825-20번지 강남역 센트럴 푸르지오 시티,37.4977256,127.0292972,강남구,역삼,역삼동
172,위로스트 커피,일반음식점,영업,서울특별시 강남구 역삼동 707-34 한신인터밸리24빌딩,37.5029732,127.0465325,강남구,역삼,역삼동
173,사일삼 프로젝트 신사,일반음식점,영업,서울특별시 강남구 신사동 559-9번지,37.5202536,127.0259185,강남구,신사,신사동
174,뜨락,일반음식점,영업,서울특별시 강남구 청담동 130-13번지,37.5244137,127.0555561,강남구,청담,청담동
175,한가람한우곱창,일반음식점,영업,서울특별시 강남구 청담동 44-11번지 원영빌딩,37.5184928,127.0462601,강남구,청담,청담동
176,버텍스(Vertex),일반음식점,영업,서울특별시 강남구 논현동 148번지,37.5113173,127.0275573,강남구,논현,논현동
177,삼미대포,일반음식점,영업,서울특별시 강남구 역삼동 705-7번지 2H타워,37.5050516,127.0472716,강남구,역삼,역삼동
178,와인웍스,일반음식점,영업,서울특별시 강남구 압구정동 429 현대백화점본점,37.5273268,127.0274265,강남구,압구,압구정동
179,힘난다 코엑스점,일반음식점,영업,서울특별시 강남구 삼성동 159 코엑스,37.5116828,127.059151,강남구,삼성,삼성1동
180,피자엠소마 자곡점,일반음식점,영업,서울특별시 강남구 율현동 336 강남 한신휴플러스 6단지 상가동 지상1층 104호,37.4708103,127.1120705,강남구,율현,율현동
181,늑대,일반음식점,영업,서울특별시 강남구 논현동 267-3 플레이스 육삼칠(637),37.5133675,127.0423637,강남구,논현,논현동
182,바로한 육면,일반음식점,영업,서울특별시 강남구 논현동 58-2 마일스디오빌,37.5137366,127.0289383,강남구,논현,논현1동
183,훠궈야파르나스몰점,일반음식점,영업,서울특별시 강남구 삼성동 159-8번지 파르나스타워,37.5091322,127.0608511,강남구,삼성,삼성동
184,동경규동 삼성점,일반음식점,영업,서울특별시 강남구 삼성동 157-16번지 제이엠빌딩,37.50841330000001,127.0571905,강남구,삼성,삼성동
185,소르비,일반음식점,영업,서울특별시 강남구 신사동 526-10,37.5209449,127.0197276,강남구,신사,신사동
186,코코이찌방야 압구정로데오점,일반음식점,영업,서울특별시 강남구 신사동 662-7번지 지상1층 101호,37.5271709,127.0384684,강남구,신사,신사동
187,통돼지네,일반음식점,영업,서울특별시 강남구 논현동 16-1번지,37.5157649,127.0207105,강남구,논현,논현동
188,은마왕만두,일반음식점,영업,서울특별시 강남구 대치동 316번지 은마아파트,37.4974176,127.0653272,강남구,대치,대치동
189,모구모구 돈부리,일반음식점,영업,서울특별시 강남구 대치동 944-21번지,37.5069787,127.0608949,강남구,대치,대치동
190,히로야,일반음식점,영업,서울특별시 강남구 논현동 78-21번지,37.5164992,127.0320462,강남구,논현,논현동
191,강남곱창,일반음식점,영업,서울특별시 강남구 삼성동 1-3번지,37.5167827,127.0420533,강남구,삼성,삼성동
192,오크트리,일반음식점,영업,서울특별시 강남구 청담동 109-16번지 청담범신칼릭스빌2차,37.5252602,127.0508448,강남구,청담,청담동
193,봉산평양냉면,일반음식점,영업,서울특별시 강남구 논현동 49-8번지,37.5128231,127.0216591,강남구,논현,논현동
194,옹기집(Ceramic House),일반음식점,영업,서울특별시 강남구 신사동 590-21 다우빌딩 지상1층,37.5209506,127.0285303,강남구,신사,신사동
195,정통마라탕 마포마라회관 선릉점,일반음식점,영업,서울특별시 강남구 대치동 896-16,37.5036335,127.052218,강남구,대치,대치동
196,남다른감자탕 학동사거리점,일반음식점,영업,서울특별시 강남구 논현동 99-1번지,37.5210959,127.0378247,강남구,논현,논현동
197,더 포터하우스(The Porterhouse),일반음식점,영업,서울특별시 강남구 삼성동 27번지,37.5149524,127.047524,강남구,삼성,삼성동
198,미스사이공 압구정점,일반음식점,영업,서울특별시 강남구 신사동 620번지 압구정스퀘어,37.5275138,127.0308776,강남구,신사,신사동
199,아이레,일반음식점,영업,서울특별시 강남구 역삼동 785-11번지 백안빌딩,37.4947115,127.0460483,강남구,역삼,역삼동
200,돈블랑 강남 청담스퀘어점 신화푸드(주),일반음식점,영업,서울특별시 강남구 청담동 3번지 청담스퀘어,37.5231159,127.0419539,강남구,청담,청담동
201,먹어도돼지,일반음식점,영업,서울특별시 강남구 청담동 71-25 예조,37.5212011,127.0554736,강남구,청담,청담동
202,청담커피,일반음식점,영업,서울특별시 강남구 청담동 71-25 예조,37.5212011,127.0554736,강남구,청담,청담동
203,서울러,일반음식점,영업,서울특별시 강남구 신사동 540-18번지,37.5191249,127.024749,강남구,논현,논현1동
