,name,service_name,code,gu,dong,address_1,address_2,lat,lng
99,더제리스플래닛호텔,숙박업,3220000-201-2014-00001,강남구,역삼동,서울특별시 강남구 역삼동 819-9번지 지상1층~10층,"서울특별시 강남구 강남대로92길 13, 지상1~10층 (역삼동)",37.4990416,127.0285148
100,펠리스,숙박업,3220000-201-1982-00052,강남구,역삼동,서울특별시 강남구 역삼동 718-15번지,서울특별시 강남구 테헤란로28길 3-8 (역삼동),37.5009342,127.0392841
101,힐탑관광호텔,숙박업,3220000-201-1987-00094,강남구,논현동,서울특별시 강남구 논현동 151-30번지,"서울특별시 강남구 논현로 647, 지상2층,3층,4층 (논현동)",37.5115294,127.0314225
102,호텔스타프리미어 역삼,숙박업,3220000-201-2004-00001,강남구,역삼동,서울특별시 강남구 역삼동 677-19번지,서울특별시 강남구 테헤란로33길 6-11 (역삼동),37.5026978,127.0403477
103,호텔 소울하다,숙박업,3220000-201-1989-00056,강남구,역삼동,서울특별시 강남구 역삼동 823-43번지,서울특별시 강남구 테헤란로10길 5 (역삼동),37.49873060000001,127.0324602
104,화이트모텔,숙박업,3220000-201-2002-00011,강남구,역삼동,서울특별시 강남구 역삼동 678-8번지,서울특별시 강남구 테헤란로33길 13-8 (역삼동),37.5026143,127.0385299
105,베니키아 노블레스,숙박업,3220000-201-2003-00008,강남구,역삼동,서울특별시 강남구 역삼동 642-2번지,서울특별시 강남구 테헤란로25길 6-13 (역삼동),37.5013964,127.0357924
106,엠유엘호텔,숙박업,3220000-201-1981-00062,강남구,역삼동,서울특별시 강남구 역삼동 659-7,서울특별시 강남구 논현로 548 (역삼동),37.5050987,127.0352805
107,신라스테이 역삼,숙박업,3220000-201-2014-00002,강남구,역삼동,서울특별시 강남구 역삼동 675-3,"서울특별시 강남구 언주로 517, 지상4~14층 (역삼동, KT영동지사 호텔동)",37.5046469,127.0412634
108,도미인 서울 강남,숙박업,3220000-201-2016-00009,강남구,역삼동,서울특별시 강남구 역삼동 603-1,"서울특별시 강남구 봉은사로 134, 2~16층 (역삼동)",37.5056124,127.0294692
109,프린스,숙박업,3220000-201-2003-00014,강남구,대치동,서울특별시 강남구 대치동 890-40번지,서울특별시 강남구 선릉로86길 43 (대치동),37.50422349999999,127.0531027
110,그랜드인터컨티넨탈서울 파르나스,숙박업,3220000-201-1988-00099,강남구,삼성동,서울특별시 강남구 삼성동 159-8,서울특별시 강남구 테헤란로 521 (삼성동),37.5090474,127.060893
111,인터컨티넨탈 서울 코엑스,숙박업,3220000-201-1999-00002,강남구,삼성동,서울특별시 강남구 삼성동 159 코엑스 인터컨티넨탈 서울,"서울특별시 강남구 봉은사로 524 (삼성동, 코엑스인터컨티넨탈 서울)",37.5126864,127.0574219
112,호텔유리앤,숙박업,3220000-201-2017-00001,강남구,삼성동,서울특별시 강남구 삼성동 158번지,서울특별시 강남구 삼성로96길 20 (삼성동),37.5165052,127.0505711
113,강남패밀리 호텔,숙박업,3220000-214-2015-00001,강남구,논현동,"서울특별시 강남구 논현동 205-8 지상2,3,4,5,6,12,13(각층전체)","서울특별시 강남구 봉은사로 143 (논현동, 지상2,3,4,5,6,12,13(각층전체))",37.50647319999999,127.0301565
114,인더시티호스텔(INN THE city hostel),숙박업,3220000-201-2015-00005,강남구,역삼동,서울특별시 강남구 역삼동 677-8번지,"서울특별시 강남구 테헤란로37길 13-8, 1~6층 (역삼동, 디엔에스리치빌)",37.5030297,127.0400057
115,리치웰호텔,숙박업,3220000-201-2015-00003,강남구,역삼동,서울특별시 강남구 역삼동 677-9번지 호텔리치웰 지상3~14층,"서울특별시 강남구 테헤란로37길 13-10, 지상3~14층 (역삼동, 호텔리치웰)",37.5029717,127.0398233
116,호텔리베라,숙박업,3220000-201-1987-00096,강남구,청담동,서울특별시 강남구 청담동 53-7,서울특별시 강남구 영동대로 737 (청담동),37.5238934,127.0541241
117,알로프트서울강남호텔(Aloft Seoul Gangnam Hotel),숙박업,3220000-201-2014-00003,강남구,청담동,서울특별시 강남구 청담동 131-0번지 aloft HOTELS 지상3층~지상15층,"서울특별시 강남구 영동대로 736, 지상3~15층 (청담동, aloft HOTELS)",37.5237472,127.0556573
118,아드리게호텔,숙박업,3220000-201-2010-00005,강남구,역삼동,서울특별시 강남구 역삼동 718-13,서울특별시 강남구 테헤란로28길 3-6 (역삼동),37.5008872,127.0391298
119,M호텔,숙박업,3220000-201-2002-00003,강남구,역삼동,서울특별시 강남구 역삼동 678-21,"서울특별시 강남구 테헤란로27길 10 (역삼동, 외2필지)",37.5022036,127.0383591
120,호텔데님(Hotel Denim),숙박업,3220000-201-2015-00001,강남구,개포동,서울특별시 강남구 개포동 1229-14번지,"서울특별시 강남구 논현로 66, 지상2~지상8층 (개포동, 데님관광호텔)",37.4761895,127.046616
121,렉시호텔,숙박업,3220000-201-2004-00008,강남구,역삼동,서울특별시 강남구 역삼동 735-27,서울특별시 강남구 테헤란로16길 11 (역삼동),37.4988082,127.0339876
122,에이치 에비뉴호텔역삼,숙박업,3220000-201-2014-00004,강남구,역삼동,서울특별시 강남구 역삼동 678-14 에이치에비뉴호텔 역삼,"서울특별시 강남구 테헤란로29길 12, 1~10층 (역삼동, 에이치에비뉴호텔 역삼)",37.502432,127.0386901
123,호텔 린,숙박업,3220000-201-2003-00009,강남구,역삼동,서울특별시 강남구 역삼동 718-12,서울특별시 강남구 언주로87길 50 (역삼동),37.5006981,127.0391376
124,청아장여관,숙박업,3220000-201-2005-00003,강남구,논현동,"서울특별시 강남구 논현동 242-48번지 1,2,3,4층(446.64)","서울특별시 강남구 선릉로127길 5-3 (논현동,1,2,3,4층(446.64))",37.51612670000001,127.0204629
125,스텔라 호스텔,숙박업,3220000-201-2015-00006,강남구,대치동,서울특별시 강남구 대치동 891-34번지 서원빌딩,"서울특별시 강남구 선릉로90길 62, 서원빌딩 3,4,5층 (대치동)",37.5052794,127.0541608
126,호텔더디자이너스리즈강남프리미어,숙박업,3220000-201-2015-00007,강남구,논현동,서울특별시 강남구 논현동 201-11번지 호텔 더 디자이너스 강남 프리미어 지상2~18층,"서울특별시 강남구 봉은사로 113, 지상2~18층 (논현동, 호텔 더 디자이너스 강남 프리미어)",37.505464,127.0258978
127,호텔라엠 HOTEL La M,숙박업,3220000-201-1983-00010,강남구,삼성동,서울특별시 강남구 삼성동 100-3,서울특별시 강남구 봉은사로113길 23 (삼성동),37.5168435,127.0657986
128,호텔 포레힐(HOTEL FOREHEAL),숙박업,3220000-201-2015-00008,강남구,논현동,서울특별시 강남구 논현동 54-4 호텔 포레힐(HOTEL FOREHEAL),"서울특별시 강남구 학동로 117, 지상3~8층 (논현동, 호텔 포레힐(HOTEL FOREHEAL))",37.5121007,127.0236318
129,시크릿 호텔2,숙박업,3220000-201-2006-00006,강남구,대치동,"서울특별시 강남구 대치동 890-61 5,6층","서울특별시 강남구 테헤란로68길 13 (대치동,5,6층)",37.5044894,127.0525818
130,시크릿 호텔,숙박업,3220000-201-2006-00003,강남구,대치동,서울특별시 강남구 대치동 890-33,서울특별시 강남구 테헤란로68길 11 (대치동),37.5046032,127.0525256
131,케이 그랜드 호스텔 강남 1,숙박업,3220000-201-2015-00012,강남구,논현동,서울특별시 강남구 논현동 198-20번지,"서울특별시 강남구 강남대로112길 11, 지상1층~지상5층 (논현동)",37.5055436,127.0252316
132,호텔페이토삼성,숙박업,3220000-201-2015-00010,강남구,삼성동,서울특별시 강남구 삼성동 158-13번지 지상3~19층,"서울특별시 강남구 테헤란로87길 9, 지상3~19층 (삼성동)",37.5084536,127.0587153
133,호텔 시애틀,숙박업,3220000-201-1988-00048,강남구,역삼동,서울특별시 강남구 역삼동 826-41번지,서울특별시 강남구 테헤란로2길 37 (역삼동),37.4958544,127.0299805
134,호텔마리,숙박업,3220000-201-2002-00009,강남구,역삼동,서울특별시 강남구 역삼동 720-14,서울특별시 강남구 언주로87길 10 (역삼동),37.5016245,127.0421108
135,사월호텔,숙박업,3220000-201-2010-00003,강남구,역삼동,서울특별시 강남구 역삼동 720-12,서울특별시 강남구 언주로89길 13 (역삼동),37.5017049,127.0418364
136,카파쓰호텔,숙박업,3220000-201-2016-00001,강남구,역삼동,서울특별시 강남구 역삼동 719-20번지,"서울특별시 강남구 언주로89길 21, 1~10층 (역삼동)",37.5015401,127.0411241
137,호텔컬리넌 개포,숙박업,3220000-201-2017-00004,강남구,개포동,서울특별시 강남구 개포동 1229-8번지,"서울특별시 강남구 논현로 74-1, 2~8층 (개포동)",37.4768465,127.0459226
138,녹스 부띠끄 관광호텔,숙박업,3220000-201-2011-00005,강남구,역삼동,서울특별시 강남구 역삼동 677-13,서울특별시 강남구 테헤란로37길 13-13 (역삼동),37.5026986,127.0397462
139,호텔클릭,숙박업,3220000-201-1979-00117,강남구,삼성동,서울특별시 강남구 삼성동 37-16번지,서울특별시 강남구 봉은사로 409 (삼성동),37.5108813,127.0447634
140,왈츠호텔,숙박업,3220000-201-2017-00003,강남구,논현동,서울특별시 강남구 논현동 201-5,"서울특별시 강남구 강남대로112길 20, 지하1~지상6층 (논현동)",37.5055149,127.0260688
141,(주)호텔롯데 L7 강남,숙박업,3220000-201-2017-00005,강남구,삼성동,서울특별시 강남구 삼성동 142-41,"서울특별시 강남구 테헤란로 415, 1층,9층~27층 (삼성동, L7 HOTELS 강남타워)",37.5057015,127.0515509
142,글래드강남코엑스센터호텔,숙박업,3220000-201-2017-00006,강남구,대치동,서울특별시 강남구 대치동 995-16 호텔 글래드 강남 코엑스센터,"서울특별시 강남구 테헤란로 610, 호텔 글래드 강남 코엑스센터 지상2층~20층 (대치동)",37.50882500000001,127.064533
143,블랑호텔 강남점,숙박업,3220000-201-1976-00006,강남구,역삼동,서울특별시 강남구 역삼동 700-27,서울특별시 강남구 언주로94길 13 (역삼동),37.5045104,127.0432895
144,씨네마,숙박업,3220000-201-2011-00007,강남구,삼성동,"서울특별시 강남구 삼성동 143-16번지 지상2,3,4층","서울특별시 강남구 테헤란로77길 11-20, 지상2,3,4층 (삼성동)",37.506835,127.0528376
145,더뮤즈,숙박업,3220000-201-2003-00002,강남구,역삼동,서울특별시 강남구 역삼동 678-9번지,서울특별시 강남구 테헤란로33길 13-12 (역삼동),37.502531,127.0382759
146,호텔카푸치노(Hotel Cappuccino),숙박업,3220000-201-2015-00009,강남구,논현동,서울특별시 강남구 논현동 206-1번지,"서울특별시 강남구 봉은사로 155, 3~16층 (논현동)",37.5068808,127.0314816
147,포포인츠 바이 쉐라톤 서울 강남,숙박업,3220000-201-2018-00001,강남구,신사동,서울특별시 강남구 신사동 587-21번지,서울특별시 강남구 도산대로 203 (신사동),37.5202537,127.0284784
148,(주)라까사호텔,숙박업,3220000-201-1990-00104,강남구,신사동,"서울특별시 강남구 신사동 527-2 ,3","서울특별시 강남구 도산대로1길 83 (신사동,,3)",37.521989,127.0195488
149,호텔뉴브(HOTEL NEWV),숙박업,3220000-201-2018-00004,강남구,역삼동,서울특별시 강남구 역삼동 708-35번지,"서울특별시 강남구 선릉로85길 6, 지상5~14층 (역삼동)",37.5030217,127.0491112
150,파크하얏트서울,숙박업,3220000-201-2005-00001,강남구,대치동,서울특별시 강남구 대치동 995-14 지상3층~21.23층,"서울특별시 강남구 테헤란로 606 (대치동,지상3층~21.23층)",37.50856640000001,127.0641471
151,짝호텔,숙박업,3220000-201-1982-00049,강남구,신사동,서울특별시 강남구 신사동 502-7번지,서울특별시 강남구 강남대로 622 (신사동),37.5262365,127.0319086
152,호텔 디 아티스트 역삼점,숙박업,3220000-201-2016-00008,강남구,역삼동,서울특별시 강남구 역삼동 678-13,"서울특별시 강남구 테헤란로29길 11, 지하1층-지상10층 (역삼동)",37.5024126,127.0384893
153,호텔벤,숙박업,3220000-201-1978-00011,강남구,역삼동,서울특별시 강남구 역삼동 718-28,서울특별시 강남구 언주로87길 41 (역삼동),37.5007227,127.0398796
154,호텔예스,숙박업,3220000-201-1998-00024,강남구,역삼동,서울특별시 강남구 역삼동 719-32,서울특별시 강남구 언주로87길 23 (역삼동),37.5011698,127.0411515
155,트리아관광호텔,숙박업,3220000-201-1983-00121,강남구,역삼동,서울특별시 강남구 역삼동 677-11번지,서울특별시 강남구 테헤란로33길 16 (역삼동),37.5028471,127.0394084
156,강남 스테이 호텔(GANGNAM STAY HOTEL),숙박업,3220000-201-2016-00005,강남구,역삼동,서울특별시 강남구 역삼동 736-51번지,"서울특별시 강남구 논현로87길 15-4, 지하2~지상12층 (역삼동)",37.4994044,127.0354431
157,노보텔앰배서더 강남,숙박업,3220000-201-1993-00107,강남구,역삼동,서울특별시 강남구 역삼동 603,서울특별시 강남구 봉은사로 130 (역삼동),37.5053029,127.0288672
158,엑스와이엠 프리미어(XYM),숙박업,3220000-201-2004-00005,강남구,역삼동,서울특별시 강남구 역삼동 718-18번지,서울특별시 강남구 테헤란로28길 3-12 (역삼동),37.5010398,127.0396356
159,디에이스호텔,숙박업,3220000-201-2016-00006,강남구,삼성동,서울특별시 강남구 삼성동 143-25번지,"서울특별시 강남구 테헤란로77길 11-5 (삼성동, 디에이스호텔)",37.5069458,127.0540198
160,폼모텔,숙박업,3220000-201-1979-00072,강남구,역삼동,서울특별시 강남구 역삼동 819-8번지,서울특별시 강남구 강남대로92길 15 (역삼동),37.4990832,127.0286535
161,어바웃스테이 신사점,숙박업,3220000-201-2016-00007,강남구,신사동,서울특별시 강남구 신사동 502-11,"서울특별시 강남구 강남대로 620, 3층 (신사동)",37.5171802,127.019845
162,호텔데미안,숙박업,3220000-201-1984-00042,강남구,도곡동,서울특별시 강남구 도곡동 542-2,서울특별시 강남구 도곡로 220 (도곡동),37.48859059999999,127.0452757
163,배드스테이션호텔,숙박업,3220000-201-2003-00020,강남구,삼성동,서울특별시 강남구 삼성동 142-24번지,서울특별시 강남구 선릉로92길 41 (삼성동),37.513051,127.045966
164,호텔스타 선릉,숙박업,3220000-201-1980-00166,강남구,삼성동,서울특별시 강남구 삼성동 141-21,서울특별시 강남구 선릉로92길 8 (삼성동),37.5163319,127.0421351
165,씨에프호텔,숙박업,3220000-201-1997-00123,강남구,역삼동,서울특별시 강남구 역삼동 720-33번지,서울특별시 강남구 언주로85길 10 (역삼동),37.5012345,127.0422864
166,안테룸 서울,숙박업,3220000-201-2020-00002,강남구,신사동,서울특별시 강남구 신사동 561-19,"서울특별시 강남구 도산대로 153, 2층~18층 (신사동)",37.5188499,127.025219
167,시나브로,숙박업,3220000-201-2021-00004,강남구,역삼동,서울특별시 강남구 역삼동 719-18 시티타워,"서울특별시 강남구 언주로87길 24, 시티타워 지상2,3,4,5층 (역삼동)",37.5013328,127.0410254
168,아나호텔,숙박업,3220000-201-2021-00003,강남구,역삼동,서울특별시 강남구 역삼동 719-12,서울특별시 강남구 언주로87길 32 (역삼동),37.501185,127.0405207
169,(주)조선호텔앤리조트 조선팰리스강남,숙박업,3220000-201-2021-00002,강남구,역삼동,서울특별시 강남구 역삼동 676 센터필드,"서울특별시 강남구 테헤란로 231, 센터필드 27층~35층 (역삼동)",37.5030426,127.041588
170,화이트 린넨 하우스,숙박업,3220000-214-2021-00001,강남구,논현동,서울특별시 강남구 논현동 6-9,"서울특별시 강남구 논현로149길 40, 지상1층102호,2층,3층,4층 (논현동)",37.5177435,127.0252962
171,임피리얼팰리스호텔,숙박업,3220000-201-1989-00102,강남구,논현동,서울특별시 강남구 논현동 248-7번지,서울특별시 강남구 언주로 640 (논현동),37.5136787,127.0317124
172,라비타호텔,숙박업,3220000-201-1994-00106,강남구,청담동,서울특별시 강남구 청담동 132-17번지,서울특별시 강남구 영동대로 712 (청담동),37.5214381,127.0569461
173,휴호텔,숙박업,3220000-201-1983-00143,강남구,논현동,서울특별시 강남구 논현동 116,"서울특별시 강남구 학동로43길 8, 지상3~5층 (논현동)",37.51664239999999,127.0374414
174,하이랜드호텔,숙박업,3220000-201-1983-00168,강남구,논현동,서울특별시 강남구 논현동 7-1번지,서울특별시 강남구 도산대로 166 (논현동),37.5187616,127.0267833
175,아마레호텔,숙박업,3220000-201-1983-00054,강남구,역삼동,서울특별시 강남구 역삼동 776-19번지,서울특별시 강남구 논현로 328 (역삼동),37.494632,127.0402359
176,AC호텔 바이 메리어트 서울 강남,숙박업,3220000-201-2012-00001,강남구,역삼동,서울특별시 강남구 역삼동 642,"서울특별시 강남구 테헤란로25길 10, 지상3~20층 (역삼동)",37.501255,127.0354559
177,호텔 엔트라(HOTEL entra),숙박업,3220000-201-1982-00122,강남구,청담동,서울특별시 강남구 청담동 48-3번지,서울특별시 강남구 도산대로 508 (청담동),37.5240354,127.0484871
178,엘리에나호텔,숙박업,3220000-201-1993-00108,강남구,논현동,"서울특별시 강남구 논현동 152-1 ,2,3,4","서울특별시 강남구 논현로 645 (논현동,,2,3,4)",37.5161832,127.0289
179,호텔스타,숙박업,3220000-201-2003-00015,강남구,역삼동,서울특별시 강남구 역삼동 736-53번지,서울특별시 강남구 논현로87길 17 (역삼동),37.499545,127.0354255
180,호텔오크우드프리미어,숙박업,3220000-201-2001-00008,강남구,삼성동,서울특별시 강남구 삼성동 159-9번지,"서울특별시 강남구 테헤란로87길 46 (삼성동, 호텔오크우드)",37.51092999999999,127.058103
181,타라호텔,숙박업,3220000-201-2002-00006,강남구,삼성동,"서울특별시 강남구 삼성동 142-19 ,20호",서울특별시 강남구 선릉로100길 56 (삼성동),37.5066904,127.0518917
182,에이든 청담호텔,숙박업,3220000-201-2018-00006,강남구,논현동,서울특별시 강남구 논현동 60-8,"서울특별시 강남구 도산대로 216, 4층~17층 (논현동)",37.5200179,127.0304813
183,호텔 크레센도 서울,숙박업,3220000-201-2018-00007,강남구,삼성동,서울특별시 강남구 삼성동 113-5,"서울특별시 강남구 봉은사로 428, 2~9층,11~12층 (삼성동)",37.510815,127.0469058
184,아난티 앳 강남,숙박업,3220000-201-2022-00002,강남구,논현동,서울특별시 강남구 논현동 74-6,"서울특별시 강남구 논현로 734, 지하2층~지상11층 (논현동)",37.5148001,127.0327459
185,정원하우스,외국인관광도시민박업,CDFI2262212018000008,강남구,논현동,서울특별시 강남구 논현동 187-3번지,"서울특별시 강남구 강남대로118길 60, 401호 (논현동)",37.5197599,127.0293669
186,지승하우스,외국인관광도시민박업,CDFI2262212018000011,강남구,논현동,서울특별시 강남구 논현동 170-2번지,"서울특별시 강남구 논현로115길 69, 402호 (논현동)",37.508337,127.0275059
187,태윤하우스,외국인관광도시민박업,CDFI2262212018000012,강남구,논현동,서울특별시 강남구 논현동 107-27,"서울특별시 강남구 언주로138길 18, 303호 (논현동)",37.5179887,127.0369038
188,정호하우스,외국인관광도시민박업,CDFI2262212019000002,강남구,논현동,서울특별시 강남구 논현동 136-28번지,"서울특별시 강남구 강남대로128길 64-2, 201호 (논현동)",37.5118322,127.026619
189,준형하우스,외국인관광도시민박업,CDFI2262212019000005,강남구,논현동,서울특별시 강남구 논현동 125-10 RICH VILL 401호,"서울특별시 강남구 강남대로128길 65, 401호 (논현동, RICH VILL)",37.5191396,127.0296148
190,광택하우스,외국인관광도시민박업,CDFI2262212019000007,강남구,삼성동,서울특별시 강남구 삼성동 107번지 삼성동 미켈란 107 1001호,"서울특별시 강남구 영동대로 602, 1001호 (삼성동, 삼성동 미켈란 107)",37.5145426,127.0606852
191,창범하우스,외국인관광도시민박업,CDFI2262212019000008,강남구,논현동,서울특별시 강남구 논현동 107-27번지,서울특별시 강남구 언주로138길 18 (논현동),37.5101009,127.0257189
192,어퍼하우스,외국인관광도시민박업,CDFI2262212019000013,강남구,삼성동,서울특별시 강남구 삼성동 41-24번지,"서울특별시 강남구 봉은사로63길 29, 402호 (삼성동)",37.5131811,127.0464099
193,문석하우스,외국인관광도시민박업,CDFI2262212019000003,강남구,신사동,서울특별시 강남구 신사동 559-3 301호,"서울특별시 강남구 도산대로23길 25, 301호 (신사동)",37.52056049999999,127.0256733
194,도영하우스,외국인관광도시민박업,CDFI2262212019000004,강남구,삼성동,서울특별시 강남구 삼성동 107번지 삼성동 미켈란 107,"서울특별시 강남구 영동대로 602, 2002호 (삼성동, 삼성동 미켈란 107)",37.5145426,127.0606852
195,엠티티 도미토리,외국인관광도시민박업,CDFI2262212019000012,강남구,역삼동,서울특별시 강남구 역삼동 750-13번지,"서울특별시 강남구 테헤란로22길 63-5, B101호 (역삼동)",37.4957042,127.0351535
196,르본하우스,외국인관광도시민박업,CDFI2262212019000011,강남구,논현동,서울특별시 강남구 논현동 166-15번지,서울특별시 강남구 봉은사로1길 42-23 (논현동),37.5079775,127.0252589
197,어퍼하우스(Upper house)#202,외국인관광도시민박업,CDFI2262212019000014,강남구,삼성동,서울특별시 강남구 삼성동 41-24번지 202호,"서울특별시 강남구 봉은사로63길 29, 202호 (삼성동)",37.5131811,127.0464099
198,어퍼하우스(Upper house)#401,외국인관광도시민박업,CDFI2262212019000015,강남구,삼성동,서울특별시 강남구 삼성동 41-24번지 401호,"서울특별시 강남구 봉은사로63길 29, 401호 (삼성동)",37.5131811,127.0464099
199,어퍼하우스(Upper house)#302,외국인관광도시민박업,CDFI2262212019000016,강남구,삼성동,서울특별시 강남구 삼성동 41-24번지 302호,"서울특별시 강남구 봉은사로63길 29, 302호 (삼성동)",37.5131811,127.0464099
200,윤조하우스,외국인관광도시민박업,CDFI2262212019000019,강남구,삼성동,서울특별시 강남구 삼성동 107번지 삼성동 미켈란 107 1804호,"서울특별시 강남구 영동대로 602, 1804호 (삼성동, 삼성동 미켈란 107)",37.5145426,127.0606852
201,개포하우스,외국인관광도시민박업,CDFI2262212023000007,강남구,개포동,서울특별시 강남구 개포동 1224-2 성아빌 601호,"서울특별시 강남구 논현로14길 10, 601호 (개포동, 성아빌)",37.4767508,127.0640961
202,어반엑시트(Urban Exit),외국인관광도시민박업,CDFI2262212019000024,강남구,역삼동,서울특별시 강남구 역삼동 639-15번지 401호,"서울특별시 강남구 논현로95길 24, 401호 (역삼동)",37.502107,127.0339188
203,서울몽샹청담,외국인관광도시민박업,CDFI2262212019000025,강남구,청담동,서울특별시 강남구 청담동 111-9번지 1층2호,"서울특별시 강남구 도산대로85길 40, 1층 2호 (청담동)",37.5271172,127.0497969
204,강남스테이,외국인관광도시민박업,CDFI2262212019000027,강남구,역삼동,서울특별시 강남구 역삼동 775-14번지 경일역삼아파트 602호,"서울특별시 강남구 논현로72길 32, 602호 (역삼동, 경일역삼아파트)",37.4961209,127.041963
205,강남스테이,외국인관광도시민박업,CDFI2262212020000001,강남구,역삼동,서울특별시 강남구 역삼동 793-9번지 401호,"서울특별시 강남구 논현로67길 41-1, 401호 (역삼동)",37.4930877,127.0366008
206,프리시 하우스,외국인관광도시민박업,CDFI2262212022000001,강남구,논현동,서울특별시 강남구 논현동 16-11,"서울특별시 강남구 도산대로4길 14, 401호호 (논현동)",37.5155682,127.0211561
207,버즈게스트하우스,외국인관광도시민박업,CDFI2262212020000002,강남구,논현동,서울특별시 강남구 논현동 224-3번지,서울특별시 강남구 봉은사로33길 41 (논현동),37.5106671,127.0346082
208,선릉 게스트 하우스 해날,외국인관광도시민박업,CDFI2262212023000006,강남구,역삼동,서울특별시 강남구 역삼동 697-49 401호,"서울특별시 강남구 테헤란로51길 36-2, 401호 (역삼동)",37.5059263,127.0450365
209,까사 도로,외국인관광도시민박업,CDFI2262212023000005,강남구,역삼동,서울특별시 강남구 역삼동 623-7 101호,"서울특별시 강남구 강남대로110길 59, 101호 (역삼동)",37.5036664,127.0297372
210,미미미 펜트하우스,외국인관광도시민박업,CDFI2262212020000004,강남구,청담동,서울특별시 강남구 청담동 87-11번지 12층,"서울특별시 강남구 도산대로 417, 12층 (청담동)",37.5238332,127.0411132
211,제이제이 하우스,외국인관광도시민박업,CDFI2262212023000003,강남구,논현동,서울특별시 강남구 논현동 16-11,"서울특별시 강남구 도산대로4길 14, 201호 (논현동)",37.5155682,127.0211561
212,서울 몽샹,외국인관광도시민박업,CDFI2262212023000004,강남구,청담동,서울특별시 강남구 청담동 111-9,"서울특별시 강남구 도산대로85길 40, 1층 2호 (청담동)",37.5271172,127.0497969
213,모던하우스,외국인관광도시민박업,CDFI2262212023000002,강남구,삼성동,서울특별시 강남구 삼성동 123-3,서울특별시 강남구 삼성로107길 33 (삼성동),37.5128551,127.0443209
214,센티에로 델 솔 하우스,외국인관광도시민박업,CDFI2262212022000002,강남구,역삼동,서울특별시 강남구 역삼동 835-67 어울림아파트,"서울특별시 강남구 도곡로7길 22, 102동 904호 (역삼동, 어울림아파트)",37.4920842,127.0348905
215,강남아이빌,외국인관광도시민박업,CDFI2262212023000001,강남구,대치동,서울특별시 강남구 대치동 891-6 테헤란로 대우 아이빌,"서울특별시 강남구 테헤란로 428 (대치동, 테헤란로 대우 아이빌)",37.5056874,127.054004
216,가로수길홈스테이,외국인관광도시민박업,CDFI2262212015000013,강남구,신사동,서울특별시 강남구 신사동 550-20번지 702호,"서울특별시 강남구 압구정로18길 14-12, 702호 (신사동)",37.5236985,127.0238466
217,정게스트하우스,외국인관광도시민박업,CDFI2262212016000017,강남구,일원동,서울특별시 강남구 일원동 633-2번지 2층,"서울특별시 강남구 개포로120길 55, 2층 (일원동)",37.4938882,127.08458
218,예본의집,외국인관광도시민박업,CDFI2262212016000019,강남구,일원동,서울특별시 강남구 일원동 632번지,"서울특별시 강남구 개포로118길 64, 1,2층 (일원동)",37.4948862,127.0848041
219,제이지 하우스(JG House),외국인관광도시민박업,CDFI2262212014000018,강남구,신사동,서울특별시 강남구 신사동 542-8번지 202호,"서울특별시 강남구 도산대로15길 21, 202호 (신사동)",37.51968979999999,127.0236418
220,성모의 집,외국인관광도시민박업,CDFI2262212014000020,강남구,논현동,서울특별시 강남구 논현동 273-10 청비빌라트 402호,"서울특별시 강남구 봉은사로43길 21-1, 402호 (논현동, 청비빌라트)",37.5105376,127.0391304
221,야코리아 강남,외국인관광도시민박업,CDFI2262212013000008,강남구,역삼동,서울특별시 강남구 역삼동 700-34번지 4층,서울특별시 강남구 테헤란로43길 19 (역삼동),37.50462479999999,127.0436122
222,한강,외국인관광도시민박업,CDFI2262212013000009,강남구,청담동,서울특별시 강남구 청담동 108 건영아파트 102동 1805호,"서울특별시 강남구 도산대로89길 49, 102동 18층 1805호 (청담동, 건영아파트)",37.5274543,127.0522366
223,썬시티 게스트하우스,외국인관광도시민박업,CDFI2262212013000010,강남구,논현동,서울특별시 강남구 논현동 16-5 6층,"서울특별시 강남구 강남대로146길 7-12, 6층 (논현동, 제이 빌)",37.515614,127.020813
224,청담 게스트하우스,외국인관광도시민박업,CDFI2262212013000012,강남구,청담동,서울특별시 강남구 청담동 123-42 1층,"서울특별시 강남구 도산대로87길 16, 1층 (청담동)",37.5257128,127.0501584
225,빅 존스 플레이스,외국인관광도시민박업,CDFI2262212014000001,강남구,역삼동,서울특별시 강남구 역삼동 615-11 1~2층,"서울특별시 강남구 강남대로110길 31-1, 1~2층 (역삼동)",37.5040667,127.0273107
226,로즈하우스,외국인관광도시민박업,CDFI2262212016000016,강남구,일원동,서울특별시 강남구 일원동 646-2번지,서울특별시 강남구 양재대로53길 11 (일원동),37.4914615,127.0871805
227,리치하우스,외국인관광도시민박업,CDFI2262212016000012,강남구,신사동,서울특별시 강남구 신사동 577-8번지 2층,"서울특별시 강남구 압구정로28길 22-6, 2층 (신사동)",37.5252862,127.0270233
