,brand,store,gu,dong,address_1,address_2,lat,lng
363,CU,BGF사옥점,강남구,삼성동,서울특별시 강남구 삼성동 141-10번지,서울특별시 강남구 삼성동 141-10번지,37.5058063,127.0502109
364,CU,강남로얄점,강남구,삼성동,서울특별시 강남구 봉은사로 443,서울특별시 강남구 봉은사로 443,37.5118175,127.0482248
365,CU,강남삼성점,강남구,삼성동,서울특별시 강남구 선릉로126길 14,서울특별시 강남구 선릉로126길 14,37.5152778,127.0432463
366,CU,삼성1호점,강남구,삼성동,서울특별시 강남구 테헤란로69길 9,서울특별시 강남구 테헤란로69길 9,37.5064971,127.052277
367,CU,삼성가멸점,강남구,삼성동,서울특별시 강남구 봉은사로73길 19 (삼성동),서울특별시 강남구 봉은사로73길 19 (삼성동),37.5136294,127.0503193
368,CU,삼성대웅점,강남구,삼성동,서울특별시 강남구 봉은사로 630,서울특별시 강남구 봉은사로 630,37.5147295,127.0643598
369,CU,삼성럭키점,강남구,삼성동,서울특별시 강남구 봉은사로59길 32,서울특별시 강남구 봉은사로59길 32,37.5130851,127.045244
370,CU,삼성로점,강남구,삼성동,서울특별시 강남구 삼성로103길 7,서울특별시 강남구 삼성로103길 7,37.5102204,127.0539712
371,CU,삼성리저브점,강남구,삼성동,서울특별시 강남구 삼성로 517,서울특별시 강남구 삼성로 517,37.5080135,127.0553957
372,CU,삼성마젤란점,강남구,삼성동,서울특별시 강남구 테헤란로87길 17 마젤란21아스테리움,서울특별시 강남구 테헤란로87길 17 마젤란21아스테리움,37.5087655,127.05838
373,CU,삼성백암점,강남구,삼성동,서울특별시 강남구 테헤란로113길 7 백암아트센터,서울특별시 강남구 테헤란로113길 7 백암아트센터,37.5105376,127.0659125
374,CU,삼성본점,강남구,삼성동,서울특별시 강남구 테헤란로81길 10 소석빌딩 (삼성동) 소석빌딩,서울특별시 강남구 테헤란로81길 10 소석빌딩 (삼성동) 소석빌딩,37.5079246,127.0572842
375,CU,삼성신코점,강남구,삼성동,서울특별시 강남구 봉은사로 627,서울특별시 강남구 봉은사로 627,37.5153295,127.0640535
376,CU,삼성아이파크점,강남구,삼성동,서울특별시 강남구 삼성로119길 14,서울특별시 강남구 삼성로119길 14,37.5160444,127.0503312
377,CU,삼성우주점,강남구,삼성동,서울특별시 강남구 영동대로118길 7,서울특별시 강남구 영동대로118길 7,37.5162264,127.0601627
378,CU,삼성위브점,강남구,삼성동,서울특별시 강남구 테헤란로83길 14,서울특별시 강남구 테헤란로83길 14,37.508477,127.0578869
379,CU,삼성한우리점,강남구,삼성동,서울특별시 강남구 삼성로104길 18,서울특별시 강남구 삼성로104길 18,37.5110075,127.0562549
380,CU,삼성햇살점,강남구,삼성동,서울특별시 강남구 봉은사로68길 45,서울특별시 강남구 봉은사로68길 45,37.5094876,127.0521053
381,CU,삼성현대점,강남구,삼성동,서울특별시 강남구 학동로68길 7,서울특별시 강남구 학동로68길 7,37.5174448,127.0467984
382,CU,선릉역점,강남구,삼성동,서울특별시 강남구 테헤란로 403,서울특별시 강남구 테헤란로 403,37.5051138,127.049552
383,CU,선정릉역점,강남구,삼성동,서울특별시 강남구 봉은사로 409,서울특별시 강남구 봉은사로 409,37.5108813,127.0447634
384,CU,청담블루밍점,강남구,삼성동,서울특별시 강남구 삼성로120길 7 삼경빌라,서울특별시 강남구 삼성로120길 7 삼경빌라,37.5167407,127.0521616
385,CU,세곡리엔점,강남구,세곡동,서울특별시 강남구 헌릉로590길 11,서울특별시 강남구 헌릉로590길 11,37.4637798,127.10441
386,CU,세곡지웰점,강남구,세곡동,서울특별시 강남구 헌릉로569길 9 (세곡동) 강남지웰파인즈 1층 109호,서울특별시 강남구 헌릉로569길 9 (세곡동) 강남지웰파인즈 1층 109호,37.4669731,127.1005262
387,CU,세곡푸르지오점,강남구,세곡동,서울특별시 강남구 자곡로 21,서울특별시 강남구 자곡로 21,37.46677890000001,127.0929671
388,CU,강남신동아점,강남구,수서동,서울특별시 강남구 광평로47길 17 신동아아파트,서울특별시 강남구 광평로47길 17 신동아아파트,37.4870719,127.0983474
389,CU,수서까치마을점,강남구,수서동,서울특별시 강남구 광평로19길 10 까치마을아파트,서울특별시 강남구 광평로19길 10 까치마을아파트,37.48465789999999,127.0875723
390,CU,수서나산점,강남구,수서동,서울특별시 강남구 광평로56길 10,서울특별시 강남구 광평로56길 10,37.4870959,127.1038039
391,CU,수서럭키점,강남구,수서동,서울특별시 강남구 광평로51길 49 주공아파트 1층,서울특별시 강남구 광평로51길 49 주공아파트 1층,37.4911322,127.1001778
392,CU,수서한아름점,강남구,수서동,서울특별시 강남구 광평로51길 22,서울특별시 강남구 광평로51길 22,37.4894697,127.1035761
393,CU,강남소망점,강남구,신사동,서울특별시 강남구 언주로159길 10,서울특별시 강남구 언주로159길 10,37.5245138,127.032077
394,CU,신사가로수길점,강남구,신사동,서울특별시 강남구 도산대로 139,서울특별시 강남구 도산대로 139,37.5182349,127.023705
395,CU,신사강남점,강남구,신사동,서울특별시 강남구 논현로151길 7,서울특별시 강남구 논현로151길 7,37.5202828,127.0274605
396,CU,신사드림점,강남구,신사동,서울특별시 강남구 압구정로4길 10,서울특별시 강남구 압구정로4길 10,37.5219922,127.0199736
397,CU,신사성환점,강남구,신사동,서울특별시 강남구 강남대로152길 14 1층,서울특별시 강남구 강남대로152길 14 1층,37.5171576,127.0206762
398,CU,신사세화점,강남구,신사동,서울특별시 강남구 언주로168길 15,서울특별시 강남구 언주로168길 15,37.5264494,127.0348867
399,CU,신사신구점,강남구,신사동,서울특별시 강남구 압구정로36길 12,서울특별시 강남구 압구정로36길 12,37.5276627,127.0313419
400,CU,신사에비뉴점,강남구,신사동,서울특별시 강남구 압구정로14길 6 (신사동),서울특별시 강남구 압구정로14길 6 (신사동),37.5238624,127.0229512
401,CU,신사월드점,강남구,신사동,서울특별시 강남구 압구정로 162,서울특별시 강남구 압구정로 162,37.5262974,127.0274473
402,CU,신사중앙점,강남구,신사동,서울특별시 강남구 논현로152길 38,서울특별시 강남구 논현로152길 38,37.5215466,127.0312417
403,CU,신사프리미어점,강남구,신사동,서울특별시 강남구 논현로157길 41,서울특별시 강남구 논현로157길 41,37.5214653,127.0248455
404,CU,신사한남점,강남구,신사동,서울특별시 강남구 압구정로 110,서울특별시 강남구 압구정로 110,37.5229663,127.0209482
405,CU,신사현대점,강남구,신사동,서울특별시 강남구 논현로176길 20,서울특별시 강남구 논현로176길 20,37.5272323,127.0301438
406,CU,압구정CGV점,강남구,신사동,서울특별시 강남구 압구정로30길 45,서울특별시 강남구 압구정로30길 45,37.5243422,127.0294113
407,CU,압구정거리점,강남구,신사동,서울특별시 강남구 도산대로49길 36,서울특별시 강남구 도산대로49길 36,37.5253065,127.0371817
408,CU,압구정로데오점,강남구,신사동,서울특별시 강남구 언주로172길 59,서울특별시 강남구 언주로172길 59,37.5269839,127.0386577
409,CU,압구정신사점,강남구,신사동,서울특별시 강남구 논현로158길 7,서울특별시 강남구 논현로158길 7,37.5221995,127.0290654
410,CU,압구정역점,강남구,신사동,서울특별시 강남구 압구정로30길 12,서울특별시 강남구 압구정로30길 12,37.5266823,127.0290724
411,CU,압구정미성점,강남구,압구정동,서울특별시 강남구 압구정로 113,서울특별시 강남구 압구정로 113,37.5239465,127.0182545
412,CU,한강잠원1호점,강남구,압구정동,서울특별시 강남구 압구정동 386번지,서울특별시 강남구 압구정동 386번지,37.5272927,127.0188676
413,CU,강남스타일점,강남구,역삼동,서울특별시 강남구 역삼로 109 (역삼동) 1층 101,서울특별시 강남구 역삼로 109 (역삼동) 1층 101,37.49366029999999,127.0310159
414,CU,역삼우리점,강남구,역삼동,서울특별시 강남구 역삼로19길 14 노블스위트,서울특별시 강남구 역삼로19길 14 노블스위트,37.4960919,127.0373445
415,CU,역삼세명점,강남구,역삼동,서울특별시 강남구 역삼로 230,서울특별시 강남구 역삼로 230,37.4968936,127.0419635
416,CU,한티래미안점,강남구,역삼동,서울특별시 강남구 선릉로63길 13 (역삼동),서울특별시 강남구 선릉로63길 13 (역삼동),37.4970269,127.051139
417,CU,강남스타일점,강남구,역삼동,서울특별시 강남구 역삼로 109 (역삼동) 1층 101,서울특별시 강남구 역삼로 109 (역삼동) 1층 101,37.49366029999999,127.0310159
418,CU,강남시티점,강남구,역삼동,서울특별시 강남구 선릉로93길 50,서울특별시 강남구 선릉로93길 50,37.5043176,127.044641
419,CU,강남푸르지오점,강남구,역삼동,서울특별시 강남구 테헤란로4길 6,서울특별시 강남구 테헤란로4길 6,37.4977256,127.0292972
420,CU,선릉SK허브점,강남구,역삼동,서울특별시 강남구 선릉로 431,서울특별시 강남구 선릉로 431,37.5035485,127.0490615
421,CU,선릉디오빌점,강남구,역삼동,서울특별시 강남구 선릉로89길 16,서울특별시 강남구 선릉로89길 16,37.503433,127.0478147
422,CU,선릉제일점,강남구,역삼동,서울특별시 강남구 선릉로93길 8,서울특별시 강남구 선릉로93길 8,37.5055906,127.0476985
423,CU,역삼가화점,강남구,역삼동,서울특별시 강남구 역삼로34길 19,서울특별시 강남구 역삼로34길 19,37.4960125,127.0426953
424,CU,역삼강남점,강남구,역삼동,서울특별시 강남구 강남대로94길 23,서울특별시 강남구 강남대로94길 23,37.4997686,127.0291746
425,CU,역삼건화점,강남구,역삼동,서울특별시 강남구 논현로64길 18,서울특별시 강남구 논현로64길 18,37.493472,127.0419025
426,CU,역삼경남점,강남구,역삼동,서울특별시 강남구 언주로85길 13,서울특별시 강남구 언주로85길 13,37.5005712,127.0423112
427,CU,역삼경복점,강남구,역삼동,서울특별시 강남구 봉은사로44길 5,서울특별시 강남구 봉은사로44길 5,37.5087115,127.0404212
428,CU,역삼드림점,강남구,역삼동,서울특별시 강남구 테헤란로44길 7,서울특별시 강남구 테헤란로44길 7,37.5024185,127.0448884
429,CU,역삼디오빌점,강남구,역삼동,서울특별시 강남구 강남대로84길 33,서울특별시 강남구 강남대로84길 33,37.4975826,127.0311106
430,CU,역삼로즈점,강남구,역삼동,서울특별시 강남구 언주로 311,서울특별시 강남구 언주로 311,37.4952625,127.045625
431,CU,역삼목화점,강남구,역삼동,서울특별시 강남구 선릉로107길 17 미지허브 (역삼동) 미지허브,서울특별시 강남구 선릉로107길 17 미지허브 (역삼동) 미지허브,37.5089476,127.0427722
432,CU,역삼미래점,강남구,역삼동,서울특별시 강남구 테헤란로33길 32 SO근생주택빌딩,서울특별시 강남구 테헤란로33길 32 SO근생주택빌딩,37.5038452,127.038846
433,CU,역삼벚꽃길점,강남구,역삼동,서울특별시 강남구 도곡로7길 8(역삼동),서울특별시 강남구 도곡로7길 8(역삼동),37.4913319,127.0350973
434,CU,역삼본점,강남구,역삼동,서울특별시 강남구 강남대로110길 11,서울특별시 강남구 강남대로110길 11,37.5040843,127.0257203
435,CU,역삼사랑점,강남구,역삼동,서울특별시 강남구 언주로104길 6,서울특별시 강남구 언주로104길 6,37.5070296,127.0408256
436,CU,역삼삼부자점,강남구,역삼동,서울특별시 강남구 테헤란로51길 43,서울특별시 강남구 테헤란로51길 43,37.5057249,127.044148
437,CU,역삼세명점,강남구,역삼동,서울특별시 강남구 역삼로 230,서울특별시 강남구 역삼로 230,37.4968936,127.0419635
438,CU,역삼센타점,강남구,역삼동,서울특별시 강남구 역삼로9길 28,서울특별시 강남구 역삼로9길 28,37.4959595,127.033826
439,CU,역삼시티점,강남구,역삼동,서울특별시 강남구 테헤란로7길 7,서울특별시 강남구 테헤란로7길 7,37.4996222,127.0305148
440,CU,역삼신웅점,강남구,역삼동,서울특별시 강남구 테헤란로 216,서울특별시 강남구 테헤란로 216,37.50143,127.0401283
441,CU,역삼에클라트점,강남구,역삼동,서울특별시 강남구 테헤란로20길 19,서울특별시 강남구 테헤란로20길 19,37.498543,127.0350412
442,CU,역삼역촌점,강남구,역삼동,서울특별시 강남구 봉은사로26길 14,서울특별시 강남구 봉은사로26길 14,37.5059616,127.0331404
443,CU,역삼우인점,강남구,역삼동,서울특별시 강남구 강남대로84길 8,서울특별시 강남구 강남대로84길 8,37.4964685,127.0293367
444,CU,역삼유토빌점,강남구,역삼동,서울특별시 강남구 논현로87길 41,서울특별시 강남구 논현로87길 41,37.4988383,127.0334788
445,CU,역삼점,강남구,역삼동,서울특별시 강남구 테헤란로51길 10,서울특별시 강남구 테헤란로51길 10,37.5047612,127.0469874
446,CU,역삼제이점,강남구,역삼동,서울특별시 강남구 역삼로 152 올네이션빌딩 (역삼동) 올네이션빌딩,서울특별시 강남구 역삼로 152 올네이션빌딩 (역삼동) 올네이션빌딩,37.500326,127.036087
447,CU,역삼카이로스점,강남구,역삼동,서울특별시 강남구 강남대로66길 8,서울특별시 강남구 강남대로66길 8,37.4917118,127.0316007
448,CU,역삼타운점,강남구,역삼동,서울특별시 강남구 언주로75길 16,서울특별시 강남구 언주로75길 16,37.4987262,127.0430497
449,CU,역삼포스틸점,강남구,역삼동,서울특별시 강남구 테헤란로20길 10,서울특별시 강남구 테헤란로20길 10,37.49908509999999,127.0341478
450,CU,역삼푸르지오점,강남구,역삼동,서울특별시 강남구 언주로70길 10,서울특별시 강남구 언주로70길 10,37.4969456,127.0463746
451,CU,역삼푸른점,강남구,역삼동,서울특별시 강남구 도곡로1길 7,서울특별시 강남구 도곡로1길 7,37.4904546,127.032296
452,CU,역삼하나점,강남구,역삼동,서울특별시 강남구 테헤란로25길 59,서울특별시 강남구 테헤란로25길 59,37.5042741,127.0341751
453,CU,역삼한서점,강남구,역삼동,서울특별시 강남구 논현로80길 9,서울특별시 강남구 논현로80길 9,37.4982189,127.0390866
454,CU,역삼형지점,강남구,역삼동,서울특별시 강남구 논현로 327,서울특별시 강남구 논현로 327,37.4944508,127.0396341
455,CU,역삼황제펭귄점,강남구,역삼동,서울특별시 강남구 논현로106길 31,서울특별시 강남구 논현로106길 31,37.5067902,127.0369388
456,CU,한티래미안점,강남구,역삼동,서울특별시 강남구 선릉로63길 13 (역삼동),서울특별시 강남구 선릉로63길 13 (역삼동),37.4970269,127.051139
457,CU,율현중앙점,강남구,율현동,서울특별시 강남구 밤고개로 252,서울특별시 강남구 밤고개로 252,37.4717963,127.1068936
458,CU,한양수자인점,강남구,율현동,서울특별시 강남구 자곡로 260 (자곡동) ,서울특별시 강남구 자곡로 260 (자곡동) ,37.4758377,127.1126859
459,CU,강남일원점,강남구,일원동,서울특별시 강남구 일원로3길 89,서울특별시 강남구 일원로3길 89,37.4934743,127.086496
460,CU,강남행복점,강남구,일원동,서울특별시 강남구 양재대로55길 6 수서1단지아파트상가 1층,서울특별시 강남구 양재대로55길 6 수서1단지아파트상가 1층,37.4913369,127.0884053
461,CU,개포루체하임점,강남구,일원동,서울특별시 강남구 일원동 690-2번지,서울특별시 강남구 일원동 690-2번지,37.48997,127.0774559
462,CU,미가마트점,강남구,일원동,서울특별시 강남구 일원로 81 (일원동) 삼성서울병원)본관 지하1층,서울특별시 강남구 일원로 81 (일원동) 삼성서울병원)본관 지하1층,37.4881193,127.0849885
463,CU,삼성암센터점,강남구,일원동,서울특별시 강남구 일원로 81,서울특별시 강남구 일원로 81,37.4886619,127.0859826
464,CU,일원가람점,강남구,일원동,서울특별시 강남구 일원로 127,서울특별시 강남구 일원로 127,37.4824343,127.0853806
465,CU,일원다솜점,강남구,일원동,서울특별시 강남구 양재대로43길 6,서울특별시 강남구 양재대로43길 6,37.4906163,127.0853903
466,CU,일원마루공원점,강남구,일원동,서울특별시 강남구 개포로 656 영빌딩,서울특별시 강남구 개포로 656 영빌딩,37.4950228,127.084491
467,CU,일원우성점,강남구,일원동,서울특별시 강남구 개포로110길 15 우성7차아파트,서울특별시 강남구 개포로110길 15 우성7차아파트,37.4922926,127.0783273
468,CU,일원한솔점,강남구,일원동,서울특별시 강남구 광평로10길 6,서울특별시 강남구 광평로10길 6,37.4818897,127.0775108
469,CU,강남남명학사점,강남구,자곡동,서울특별시 강남구 자곡로 114 (자곡동) 서강플라자 1층 101,서울특별시 강남구 자곡로 114 (자곡동) 서강플라자 1층 101,37.47202230000001,127.0960065
470,CU,강남자곡점,강남구,자곡동,서울특별시 강남구 자곡로 175,서울특별시 강남구 자곡로 175,37.4746612,127.1014323
471,CU,수서행복점,강남구,자곡동,서울특별시 강남구 밤고개로 165 수서역세권 A1BL 1층 S001동 1호,서울특별시 강남구 밤고개로 165 수서역세권 A1BL 1층 S001동 1호,37.4782653,127.1049674
472,CU,자곡현대점,강남구,자곡동,서울특별시 강남구 자곡로 202,서울특별시 강남구 자곡로 202,37.4747354,127.1048177
473,CU,자곡힐스테이트점,강남구,자곡동,서울특별시 강남구 자곡로3길 21,서울특별시 강남구 자곡로3길 21,37.4712792,127.0886878
474,CU,한양수자인점,강남구,자곡동,서울특별시 강남구 자곡로 260 (자곡동) ,서울특별시 강남구 자곡로 260 (자곡동) ,37.4758377,127.1126859
475,CU,강남청담점,강남구,청담동,서울특별시 강남구 학동로101길 21,서울특별시 강남구 학동로101길 21,37.5218028,127.0571224
476,CU,청담강변점,강남구,청담동,서울특별시 강남구 압구정로79길 25,서울특별시 강남구 압구정로79길 25,37.5253366,127.0491546
477,CU,청담경원점,강남구,청담동,서울특별시 강남구 도산대로 446,서울특별시 강남구 도산대로 446,37.5235822,127.0451275
478,CU,청담노아점,강남구,청담동,서울특별시 강남구 압구정로80길 26,서울특별시 강남구 압구정로80길 26,37.5248042,127.0446044
479,CU,청담보람점,강남구,청담동,서울특별시 강남구 선릉로 844,서울특별시 강남구 선릉로 844,37.5272532,127.0407452
480,CU,청담삼환점,강남구,청담동,서울특별시 강남구 학동로77길 49,서울특별시 강남구 학동로77길 49,37.5215822,127.0475812
481,CU,청담엘점,강남구,청담동,서울특별시 강남구 도산대로85길 45,서울특별시 강남구 도산대로85길 45,37.52760019999999,127.0497452
482,CU,청담영동점,강남구,청담동,서울특별시 강남구 도산대로101길 3,서울특별시 강남구 도산대로101길 3,37.5252913,127.0525534
483,CU,청담오션점,강남구,청담동,서울특별시 강남구 학동로63길 8,서울특별시 강남구 학동로63길 8,37.5185516,127.0450114
484,CU,청담자이점,강남구,청담동,서울특별시 강남구 영동대로142길 8,서울특별시 강남구 영동대로142길 8,37.5247197,127.0556505
485,CU,청담진흥점,강남구,청담동,서울특별시 강남구 삼성로134길 8,서울특별시 강남구 삼성로134길 8,37.5200697,127.0503141
486,CU,청담청아점,강남구,청담동,서울특별시 강남구 학동로 431,서울특별시 강남구 학동로 431,37.5188198,127.04814
487,CU,청담카운티점,강남구,청담동,서울특별시 강남구 도산대로90길 17 소양빌딩 (청담동) 소양빌딩,서울특별시 강남구 도산대로90길 17 소양빌딩 (청담동) 소양빌딩,37.52331909999999,127.0490472
488,CU,청담현대점,강남구,청담동,서울특별시 강남구 도산대로101길 29 청담현대3차아파트,서울특별시 강남구 도산대로101길 29 청담현대3차아파트,37.5269087,127.0535056
489,이마트24,논현개나리점,강남구,논현동,서울특별시 강남구 논현동 131-23,서울특별시 강남구 학동로26길 25 ,37.5117835,127.0301775
490,이마트24,선릉청운점,강남구,삼성동,서울특별시 강남구 삼성동 112 태정빌딩,서울특별시 강남구 선릉로 578(삼성동) 태정빌딩,37.5100487,127.0441423
491,이마트24,청담하나점,강남구,청담동,서울특별시 강남구 청담동 11-10,서울특별시 강남구 도산대로78길 31(청담동) ,37.5222224,127.0463642
492,이마트24,대치휘문점,강남구,대치동,서울특별시 강남구 대치동 953-15 청우빌딩,서울특별시 강남구 역삼로 531(대치동) 청우빌딩,37.5040778,127.0610134
493,이마트24,역삼승리점,강남구,역삼동,서울특별시 강남구 역삼동 636-22,서울특별시 강남구 강남대로94길 55 ,37.5005371,127.0316616
494,이마트24,강남역점,강남구,역삼동,서울특별시 강남구 역삼동 858 강남역,서울특별시 강남구 강남대로 지하 396 F-2호,37.5061648,127.0257813
495,이마트24,포이사거리점,강남구,개포동,서울특별시 강남구 개포동 1238 석인빌딩,서울특별시 강남구 개포로 202(개포동) ,37.4781644,127.0449892
496,이마트24,논현청학점,강남구,논현동,서울특별시 강남구 논현동 62-3 청학아파트,"서울특별시 강남구 도산대로 232(논현동, 청학아파트) ",37.5205692,127.0328266
497,이마트24,청담본점,강남구,청담동,서울특별시 강남구 청담동 91-15,서울특별시 강남구 도산대로 57길 22 지하 1층,37.5250891,127.0417094
498,이마트24,삼성119점,강남구,삼성동,서울특별시 강남구 삼성동 119,서울특별시 강남구 봉은사로 478 1층 109호,37.5125638,127.0528037
499,이마트24,포스코센터점,강남구,대치동,서울특별시 강남구 대치동 892 포스코센터,서울특별시 강남구 테헤란로 440 ,37.50579,127.0561533
500,이마트24,역삼은성점,강남구,역삼동,서울특별시 강남구 역삼동 781,서울특별시 강남구 논현로68길 12 1층,37.4946047,127.0409676
501,이마트24,역삼초교점,강남구,역삼동,서울특별시 강남구 역삼동 834-27 성욱빌딩,서울특별시 강남구 역삼로8길 21 ,37.4927889,127.0342863
502,이마트24,개포래미안점,강남구,개포동,서울특별시 강남구 개포동 140,서울특별시 강남구 선릉로 8 201동 왼쪽코너,37.4863523,127.0518779
503,이마트24,연세장례식장강남점,강남구,도곡동,서울특별시 강남구 도곡동 146-92 강남세브란스병원,서울특별시 강남구 언주로 211 연세대학교 장례식장 지하2층,37.4925494,127.0465277
504,이마트24,삼성에이스점,강남구,삼성동,서울특별시 강남구 삼성동 87 아이파크삼성,서울특별시 강남구 영동대로 640 ,37.5182869,127.05934
505,이마트24,청담아이어스점,강남구,청담동,서울특별시 강남구 청담동 85-7,서울특별시 강남구 선릉로152길 7 ,37.5242594,127.0401648
506,이마트24,역삼서희점,강남구,역삼동,서울특별시 강남구 역삼동 837-18 서희스타힐스오피스텔,서울특별시 강남구 도곡로3길 19 1층 109호,37.4913729,127.0325246
507,이마트24,강남개포점,강남구,개포동,서울특별시 강남구 개포동 649 경남아파트,서울특별시 강남구 언주로 110 1층 101-나호,37.4845146,127.054174
508,이마트24,삼성래미안점,강남구,삼성동,서울특별시 강남구 삼성동 92-7 조안빌딩,서울특별시 강남구 봉은사로109길 35 ,37.5170515,127.0628238
509,이마트24,역삼신한점,강남구,역삼동,서울특별시 강남구 역삼동 790-5,서울특별시 강남구 역삼로 176 ,37.4953326,127.0384877
510,이마트24,대치삼성점,강남구,대치동,서울특별시 강남구 대치동 1015,서울특별시 강남구 삼성로57길 35 ,37.4972945,127.0582453
511,이마트24,대치SK점,강남구,대치동,서울특별시 강남구 대치동 611 강남대학교 카이로스빌딩,서울특별시 강남구 삼성로51길 11 강남대학교 카이로스빌딩,37.4961919,127.0606459
512,이마트24,영동대로점,강남구,청담동,서울특별시 강남구 청담동 131-10 청담빌딩,서울특별시 강남구 영동대로 732 ,37.5233698,127.0558719
513,이마트24,R대치역점,강남구,대치동,서울특별시 강남구 대치동 599 재경빌딩,서울특별시 강남구 남부순환로 2947 대원빌딩 1층,37.4945248,127.062584
514,이마트24,R선릉아크로텔점,강남구,삼성동,서울특별시 강남구 삼성동 140-3 선릉대림아크로텔,서울특별시 강남구 선릉로 524 ,37.5067648,127.0480846
515,이마트24,강남압구정점,강남구,신사동,서울특별시 강남구 신사동 639-7,서울특별시 강남구 언주로174길 29 ,37.5281398,127.0364245
516,이마트24,R강남역삼점,강남구,역삼동,서울특별시 강남구 역삼동 815-4 만이빌딩,서울특별시 강남구 강남대로 428 ,37.5007737,127.0267129
517,이마트24,대웅제약점,강남구,삼성동,서울특별시 강남구 삼성동 163-3 대웅제약빌딩,서울특별시 강남구 봉은사로114길 12 ,37.5144857,127.0654791
518,이마트24,self위워크디자이너클럽점,강남구,청담동,서울특별시 강남구 청담동 85-4 디자이너 크럽,서울특별시 강남구 선릉로 818 ,37.5246839,127.0400876
519,이마트24,self위워크선릉3호점,강남구,대치동,서울특별시 강남구 대치동 889-41,서울특별시 강남구 선릉로 428 ,37.5034457,127.0498534
520,이마트24,self위워크삼성1호점,강남구,삼성동,서울특별시 강남구 삼성동 157-37 WeWork빌딩,서울특별시 강남구 테헤란로 507 ,37.5078089,127.0576374
521,이마트24,self위워크삼성2호점,강남구,대치동,서울특별시 강남구 대치동 944-31 한국섬유산업연합회,서울특별시 강남구 테헤란로 518 ,37.5074573,127.0606353
522,이마트24,self위워크선릉1호점,강남구,역삼동,서울특별시 강남구 역삼동 706 위워크타워,서울특별시 강남구 테헤란로 302 ,37.5023881,127.0434483
523,이마트24,self위워크선릉2호점,강남구,삼성동,서울특별시 강남구 삼성동 143-40 위워크타워,서울특별시 강남구 테헤란로 427 ,37.506363,127.0536495
524,이마트24,self위워크역삼2점,강남구,역삼동,서울특별시 강남구 역삼동 736-58,서울특별시 강남구 테헤란로26길 14 ,37.4992508,127.035933
525,이마트24,self위워크강남2점,강남구,역삼동,서울특별시 강남구 역삼동 819-5 KG Tower,서울특별시 강남구 테헤란로5길 7 ,37.4992638,127.0292461
526,이마트24,R논현점,강남구,논현동,서울특별시 강남구 논현동 98-2,서울특별시 강남구 언주로 728 지하1층,37.5198559,127.0348859
527,이마트24,E/D)대치은마점,강남구,대치동,서울특별시 강남구 대치동 316 은마아파트,서울특별시 강남구 삼성로 212 편의동 이마트에브리데이 대치은마점,37.4958849,127.0644191
528,이마트24,E/D)개포래미안포레스트점,강남구,개포동,서울특별시 강남구 개포동 1283 개포자이르네,서울특별시 강남구 언주로7길 6 개포자이르네 상가 지하1층,37.4784719,127.0553589
529,이마트24,E/O지마켓동탄(가),강남구,역삼동,서울특별시 강남구 역삼동 737 강남파이낸스센터,서울특별시 강남구 테헤란로 152 19층,37.4998097,127.0366289
530,이마트24,E/D)개포자이점,강남구,개포동,서울특별시 강남구 개포동 189,서울특별시 강남구 삼성로 14 개포자이스퀘어 지하 1층,37.4933303,127.0769501
531,이마트24,논현101점,강남구,논현동,서울특별시 강남구 논현동 101,서울특별시 강남구 선릉로145길 7 ,37.5213236,127.0389295
532,이마트24,강남리테일점,강남구,삼성동,서울특별시 강남구 삼성동 118-3 호경타워,서울특별시 강남구 봉은사로74길 15 ,37.5115428,127.0520441
533,이마트24,R역삼윤이점,강남구,역삼동,서울특별시 강남구 역삼동 798,서울특별시 강남구 논현로63길 7 ,37.4931523,127.0397005
534,이마트24,강남구청역점,강남구,논현동,서울특별시 강남구 논현동 111-22,서울특별시 강남구 선릉로 717 ,37.5186883,127.0404969
535,이마트24,self오피스디포역삼점,강남구,역삼동,서울특별시 강남구 역삼동 707-5 메트라이프타워,서울특별시 강남구 테헤란로 316 ,37.5031609,127.0456389
536,이마트24,스타필드코엑스몰1호점,강남구,삼성동,서울특별시 강남구 삼성동 159 코엑스,서울특별시 강남구 영동대로 513(삼성동) B1 P101호,37.5125207,127.0588194
537,이마트24,스타필드코엑스몰2호점,강남구,삼성동,서울특별시 강남구 삼성동 159 코엑스,서울특별시 강남구 영동대로 513(삼성동) B1F A105호,37.5125207,127.0588194
538,이마트24,스타필드코엑스몰4호점,강남구,삼성동,서울특별시 강남구 삼성동 159 코엑스,서울특별시 강남구 영동대로 513(삼성동) B1 C109호,37.5125207,127.0588194
539,이마트24,역삼중앙점,강남구,역삼동,서울특별시 강남구 역삼동 823-16,서울특별시 강남구 논현로85길 70 ,37.4977744,127.0324673
540,이마트24,역삼리테일점,강남구,역삼동,서울특별시 강남구 역삼동 656-34,서울특별시 강남구 언주로103길 10 ,37.5067659,127.0392622
541,이마트24,R개포국악점,강남구,개포동,서울특별시 강남구 개포동 1189-11,서울특별시 강남구 논현로6길 11 ,37.4734132,127.0504519
542,이마트24,self신세계프라퍼티점,강남구,역삼동,서울특별시 강남구 역삼동 676 센터필드,서울특별시 강남구 테헤란로 231 ,37.5032113,127.0414917
543,이마트24,도산대로점,강남구,신사동,서울특별시 강남구 신사동 630-23,서울특별시 강남구 도산대로 309 1층,37.52237969999999,127.0351738
