,brand,store,gu,dong,address_1,address_2,lat,lng
544,이마트24,스마트코엑스점,강남구,삼성동,서울특별시 강남구 삼성동 159 코엑스,서울특별시 강남구 영동대로 513 H115호,37.5125207,127.0588194
545,이마트24,R센터필드점,강남구,역삼동,서울특별시 강남구 역삼동 676 센터필드,서울특별시 강남구 테헤란로 231 B1층,37.5032113,127.0414917
546,이마트24,R강남세무서점,강남구,청담동,서울특별시 강남구 청담동 34-7,서울특별시 강남구 학동로67길 14 ,37.5192426,127.0468262
547,이마트24,R논현TJ점,강남구,논현동,서울특별시 강남구 논현동 153,서울특별시 강남구 논현로121길 27 ,37.5101852,127.0303654
548,이마트24,R논현스타점,강남구,논현동,서울특별시 강남구 논현동 167,서울특별시 강남구 봉은사로1길 42 ,37.5074757,127.0241756
549,이마트24,R수서사이룩스점,강남구,수서동,서울특별시 강남구 수서동 716 사이룩스오피스텔,서울특별시 강남구 광평로 295 서관 103호,37.488456,127.10419
550,이마트24,R자곡시티점,강남구,자곡동,서울특별시 강남구 자곡동 655 강남푸르지오시티 2차,서울특별시 강남구 자곡로 192 ,37.4743933,127.1040668
551,이마트24,청담좋은날점,강남구,삼성동,서울특별시 강남구 삼성동 78-4 청구아파트,서울특별시 강남구 영동대로128길 5 청구상가 101-102호,37.5197767,127.0583634
552,이마트24,SMARTSSG점,강남구,역삼동,서울특별시 강남구 역삼동 676 센터필드,서울특별시 강남구 테헤란로 231 센터필드 east동 21층,37.5030426,127.041588
553,이마트24,SMART삼성S&J빌딩점,강남구,삼성동,서울특별시 강남구 삼성동 160-22 S&J 빌딩,서울특별시 강남구 영동대로106길 9 ,37.5135312,127.0618471
554,이마트24,R신사케이타워점,강남구,신사동,서울특별시 강남구 신사동 514-2,서울특별시 강남구 도산대로 119 ,37.5173048,127.0214745
555,이마트24,R청담라클래시점,강남구,삼성동,서울특별시 강남구 삼성동 189 래미안 라클래시,서울특별시 강남구 삼성로 651 ,37.5021244,127.05969
556,이마트24,R삼성에이타워점,강남구,삼성동,서울특별시 강남구 삼성동 144-5 에이타워2,서울특별시 강남구 테헤란로79길 11-1 ,37.5085789,127.0546392
557,이마트24,청담리테일점,강남구,청담동,서울특별시 강남구 청담동 71-20,서울특별시 강남구 영동대로137길 3 1층 102호,37.5217739,127.0552543
558,이마트24,뉴강남도곡점,강남구,도곡동,서울특별시 강남구 도곡동 412,서울특별시 강남구 논현로38길 8 ,37.4850952,127.0423669
559,이마트24,개포상록스타힐스점,강남구,일원동,서울특별시 강남구 일원동 688 상록 스타힐스,서울특별시 강남구 영동대로 16 상록스타힐스아파트 912동 102호,37.4882004,127.0758235
560,이마트24,R뉴청담본점,강남구,청담동,서울특별시 강남구 청담동 16-19,서울특별시 강남구 도산대로66길 43 101호,37.520683,127.0438927
561,이마트24,역삼센터점,강남구,역삼동,서울특별시 강남구 역삼동 722-2,서울특별시 강남구 테헤란로38길 40 ,37.5000256,127.0427906
562,이마트24,청담에이스점,강남구,청담동,서울특별시 강남구 청담동 53 542빌딩,서울특별시 강남구 도산대로 542 101호,37.5245818,127.0530151
563,이마트24,대치은마점,강남구,대치동,서울특별시 강남구 대치동 991-10,서울특별시 강남구 삼성로58길 39 1층 102~103호,37.4994486,127.0642747
564,이마트24,R역삼소나무점,강남구,역삼동,서울특별시 강남구 역삼동 836-37 알앤씨빌딩,서울특별시 강남구 강남대로62길 33 ,37.49106320000001,127.034196
565,이마트24,R역삼윤이점,강남구,역삼동,서울특별시 강남구 역삼동 798,서울특별시 강남구 논현로63길 7 ,37.4931523,127.0397005
566,이마트24,채널GP하나금융점,강남구,역삼동,서울특별시 강남구 역삼동 648-19 하나금융그룹 강남사옥,서울특별시 강남구 테헤란로 127 하나금융그룹 강남사옥 13층 라운지,37.4996243,127.032012
567,이마트24,강남BSD센터CFF점,강남구,논현동,서울특별시 강남구 논현동 192-4,서울특별시 강남구 논현로 611 ,37.5082467,127.0331112
568,이마트24,강남BSD센터점,강남구,논현동,서울특별시 강남구 논현동 192-4,서울특별시 강남구 논현로 611 ,37.5082467,127.0331112
569,이마트24,채널GP지마켓점,강남구,역삼동,서울특별시 강남구 역삼동 737 강남파이낸스센터,"서울특별시 강남구 테헤란로 152 강남파이낸스센터 34F, 지마켓글로벌 라운지",37.4999707,127.0364812
570,이마트24,채널조선호텔강남점,강남구,역삼동,서울특별시 강남구 역삼동 676 센터필드,서울특별시 강남구 테헤란로 231 ,37.5032113,127.0414917
571,이마트24,하이트진로직납센터,강남구,청담동,서울특별시 강남구 청담동 132-12 하이트진로빌딩,서울특별시 강남구 영동대로 714 ,37.5217235,127.0567904
572,세븐일레븐,강남대청점,강남구,개포동,서울특별시 강남구 개포동 12,서울특별시 강남구 개포로109길 9,37.4941844,127.0752156
573,세븐일레븐,강남도곡로점,강남구,도곡동,서울특별시 강남구 도곡동 545-19,서울특별시 강남구 논현로57길 24,37.4912893,127.0391253
574,세븐일레븐,강남도곡점,강남구,도곡동,서울특별시 강남구 도곡동 920-4,서울특별시 강남구 남부순환로361길 6,37.4857017,127.037528
575,세븐일레븐,강남롯데점,강남구,대치동,서울특별시 강남구 대치동 923-22,서울특별시 강남구 선릉로64길 15,37.4981389,127.0534401
576,세븐일레븐,강남목련타운점,강남구,일원동,서울특별시 강남구 일원동 716,서울특별시 강남구 광평로19길 15,37.4848508,127.085277
577,세븐일레븐,강남선릉점,강남구,역삼동,서울특별시 강남구 역삼동 704-29,서울특별시 강남구 언주로98길 37,37.5047397,127.0448197
578,세븐일레븐,강남스퀘어점,강남구,역삼동,서울특별시 강남구 역삼동 819-10,서울특별시 강남구 테헤란로1길 10,37.4989555,127.0282257
579,세븐일레븐,강남언주로점,강남구,역삼동,서울특별시 강남구 역삼동 693-5,서울특별시 강남구 테헤란로53길 62,37.5074215,127.0438224
580,세븐일레븐,강남인텔렉스점,강남구,논현동,서울특별시 강남구 논현동 261,서울특별시 강남구 언주로 620,37.5115897,127.0362884
581,세븐일레븐,강남자곡점,강남구,자곡동,서울특별시 강남구 자곡동 670,서울특별시 강남구 밤고개로 223,37.4737808,127.1065697
582,세븐일레븐,강남청담점,강남구,삼성동,서울특별시 강남구 삼성동 64,서울특별시 강남구 학동로82길 21,37.5176185,127.0519612
583,세븐일레븐,강남파이낸스점,강남구,역삼동,서울특별시 강남구 역삼동 737,서울특별시 강남구 테헤란로 152,37.4998097,127.0366289
584,세븐일레븐,강남포레스트점,강남구,수서동,서울특별시 강남구 수서동 791,서울특별시 강남구 광평로34길 30,37.482202,127.0941635
585,세븐일레븐,강남푸르지오시티점,강남구,역삼동,서울특별시 강남구 역삼동 825-20,서울특별시 강남구 테헤란로4길 6,37.4977256,127.0292972
586,세븐일레븐,강남학동점,강남구,논현동,서울특별시 강남구 논현동 93-15,서울특별시 강남구 언주로150길 51,37.5221798,127.03835
587,세븐일레븐,강남힐즈점,강남구,자곡동,서울특별시 강남구 자곡동 440-19,서울특별시 강남구 자곡로7길 32-2,37.4732782,127.0972621
588,세븐일레븐,강남IBC점,강남구,역삼동,서울특별시 강남구 역삼동 648-1,서울특별시 강남구 테헤란로7길 8,37.4997517,127.031107
589,세븐일레븐,강남SLI점,강남구,역삼동,서울특별시 강남구 역삼동 756-11,서울특별시 강남구 선릉로69길 7,37.4984477,127.051206
590,세븐일레븐,강남YMCA점,강남구,논현동,서울특별시 강남구 논현동 231,서울특별시 강남구 봉은사로37길 28,37.5100534,127.0359577
591,세븐일레븐,개포1호점,강남구,개포동,서울특별시 강남구 개포동 168-11,서울특별시 강남구 선릉로 48,37.4835362,127.0750477
592,세븐일레븐,개포2호점,강남구,개포동,서울특별시 강남구 개포동 186-17,서울특별시 강남구 개포로 512,37.4892714,127.0688177
593,세븐일레븐,개포본점,강남구,개포동,서울특별시 강남구 개포동 1214-5,서울특별시 강남구 개포로28길 15,37.4781007,127.049966
594,세븐일레븐,개포주공점,강남구,개포동,서울특별시 강남구 개포동 186-1,서울특별시 강남구 삼성로 38,37.4886736,127.0668063
595,세븐일레븐,개포타운점,강남구,개포동,서울특별시 강남구 개포동 158-11,서울특별시 강남구 선릉로4길 5,37.482396,127.0616862
596,세븐일레븐,개포현대점,강남구,개포동,서울특별시 강남구 개포동 655-4,서울특별시 강남구 개포로 265,37.48094690000001,127.0529676
597,세븐일레븐,거평타운점,강남구,논현동,서울특별시 강남구 논현동 203-1,서울특별시 강남구 봉은사로 129,37.5058893,127.0282231
598,세븐일레븐,골드로즈점,강남구,대치동,서울특별시 강남구 대치동 890-59,서울특별시 강남구 선릉로86길 31,37.5041507,127.0520978
599,세븐일레븐,공항타워점,강남구,삼성동,서울특별시 강남구 삼성동 159 B2F,서울특별시 강남구 테헤란로87길 36 B2F,37.5125207,127.0588194
600,세븐일레븐,과학기술회관점,강남구,역삼동,서울특별시 강남구 역삼동 635-2 B1 107호,서울특별시 강남구 테헤란로7길 22 B1 107호,37.50070290000001,127.0307453
601,세븐일레븐,논현11호점,강남구,논현동,서울특별시 강남구 논현동 111-29,서울특별시 강남구 선릉로131길 4,37.512122,127.0299778
602,세븐일레븐,논현12호점,강남구,논현동,서울특별시 강남구 논현동 139,서울특별시 강남구 강남대로128길 48,37.5128964,127.0220034
603,세븐일레븐,논현13호점,강남구,논현동,서울특별시 강남구 논현동 113-15 1층,서울특별시 강남구 학동로43길 14 1층,37.5171808,127.0375694
604,세븐일레븐,논현14호점,강남구,논현동,서울특별시 강남구 논현동 10-6,서울특별시 강남구 논현로149길 35,37.5162711,127.0281457
605,세븐일레븐,논현4호점,강남구,논현동,서울특별시 강남구 논현동 80-17,서울특별시 강남구 논현로 720,37.5163782,127.02989
606,세븐일레븐,논현6호점,강남구,논현동,서울특별시 강남구 논현동 96,서울특별시 강남구 도산대로46길 11,37.5213123,127.036684
607,세븐일레븐,논현건설회관점,강남구,논현동,서울특별시 강남구 논현동 83-20,서울특별시 강남구 학동로37길 23,37.5168076,127.0343016
608,세븐일레븐,논현본점,강남구,논현동,서울특별시 강남구 논현동 59-11,서울특별시 강남구 도산대로30길 8,37.5193384,127.0292398
609,세븐일레븐,논현스타우스점,강남구,논현동,서울특별시 강남구 논현동 147-20,서울특별시 강남구 강남대로124길 46,37.5134723,127.0228062
610,세븐일레븐,논현아이파크점,강남구,논현동,서울특별시 강남구 논현동 225-6,서울특별시 강남구 언주로 615,37.5190272,127.0397837
611,세븐일레븐,논현영동점,강남구,논현동,서울특별시 강남구 논현동 139-32,서울특별시 강남구 강남대로128길 34,37.5104874,127.024898
612,세븐일레븐,논현제일점,강남구,논현동,서울특별시 강남구 논현동 254-29,서울특별시 강남구 선릉로 641,37.5136787,127.0317124
613,세븐일레븐,논현중앙점,강남구,논현동,서울특별시 강남구 논현동 240-12,서울특별시 강남구 선릉로129길 20,37.5161307,127.0398503
614,세븐일레븐,논현타운점,강남구,논현동,서울특별시 강남구 논현동 68,서울특별시 강남구 언주로147길 37,37.5147695,127.0289271
615,세븐일레븐,논현학나래점,강남구,논현동,서울특별시 강남구 논현동 20-15,서울특별시 강남구 강남대로136길 7,37.518621,127.0266574
616,세븐일레븐,논현한바위점,강남구,논현동,서울특별시 강남구 논현동 183-11,서울특별시 강남구 강남대로118길 30,37.5068471,127.0257788
617,세븐일레븐,논현한어울림점,강남구,논현동,서울특별시 강남구 논현동 149-36,서울특별시 강남구 학동로12길 47,37.5099882,127.0279062
618,세븐일레븐,논현한영점,강남구,논현동,서울특별시 강남구 논현동 235-7,서울특별시 강남구 봉은사로29길 4,37.5080744,127.0348791
619,세븐일레븐,논현혜인점,강남구,논현동,서울특별시 강남구 논현동 194,서울특별시 강남구 봉은사로13길 10,37.5067872,127.029591
620,세븐일레븐,논현흥산점,강남구,논현동,서울특별시 강남구 논현동 125-8,서울특별시 강남구 강남대로128길 69,37.5122978,127.0269723
621,세븐일레븐,논현힐탑점,강남구,논현동,서울특별시 강남구 논현동 175-1,서울특별시 강남구 논현로 639,37.5105758,127.0320667
622,세븐일레븐,뉴강남센터점,강남구,역삼동,서울특별시 강남구 역삼동 817-11,서울특별시 강남구 강남대로96길 9,37.49988010000001,127.027735
623,세븐일레븐,뉴대청역점,강남구,개포동,서울특별시 강남구 개포동 13-3,서울특별시 강남구 개포로 623,37.4940992,127.0796795
624,세븐일레븐,뉴역삼한은점,강남구,역삼동,서울특별시 강남구 역삼동 718-10,서울특별시 강남구 테헤란로28길 7,37.5010091,127.0387161
625,세븐일레븐,대치10호점,강남구,대치동,서울특별시 강남구 대치동 919-16,서울특별시 강남구 역삼로64길 25,37.4994977,127.0535786
626,세븐일레븐,대치11호점,강남구,대치동,서울특별시 강남구 대치동 995-23,서울특별시 강남구 테헤란로104길 12,37.5082758,127.0649445
627,세븐일레븐,대치16호점,강남구,대치동,서울특별시 강남구 대치동 900-8,서울특별시 강남구 역삼로63길 16,37.5022254,127.0522735
628,세븐일레븐,대치3호점,강남구,대치동,서울특별시 강남구 대치동 506,서울특별시 강남구 삼성로 151,37.4921261,127.0625653
629,세븐일레븐,대치4호점,강남구,대치동,"서울특별시 강남구 대치동 623 1층 127,128호","서울특별시 강남구 남부순환로 2921 남서울종합상가 1층 127,128호",37.4933145,127.0598675
630,세븐일레븐,대치6호점,강남구,대치동,서울특별시 강남구 대치동 894-3,서울특별시 강남구 삼성로85길 19,37.4968954,127.0746785
631,세븐일레븐,대치7호점,강남구,대치동,서울특별시 강남구 대치동 957-6,서울특별시 강남구 삼성로86길 16,37.4971209,127.0744475
632,세븐일레븐,대치공원점,강남구,대치동,서울특별시 강남구 대치동 932,서울특별시 강남구 삼성로63길 21,37.4977586,127.0749708
633,세븐일레븐,대치나인점,강남구,대치동,서울특별시 강남구 대치동 889-57 더 나인 오피스텔,서울특별시 강남구 테헤란로64길 14 더 나인 오피스텔,37.5040512,127.0510455
634,세븐일레븐,대치덕일점,강남구,대치동,서울특별시 강남구 대치동 967,서울특별시 강남구 역삼로 546,37.5042425,127.0628906
635,세븐일레븐,대치마루점,강남구,대치동,서울특별시 강남구 대치동 914-5,서울특별시 강남구 삼성로71길 13,37.4966263,127.0708462
636,세븐일레븐,대치본점,강남구,대치동,서울특별시 강남구 대치동 931-19,서울특별시 강남구 삼성로 331,37.5011637,127.0593306
637,세븐일레븐,대치삼성로점,강남구,대치동,서울특별시 강남구 대치동 900-67,서울특별시 강남구 역삼로69길 13,37.5025153,127.0538348
638,세븐일레븐,대치삼화점,강남구,대치동,서울특별시 강남구 대치동 999-2,서울특별시 강남구 테헤란로114길 20,37.5083387,127.0667104
639,세븐일레븐,대치선릉로점,강남구,대치동,서울특별시 강남구 대치동 900-52,서울특별시 강남구 테헤란로68길 33,37.5031952,127.0531199
640,세븐일레븐,대치아이파크점,강남구,대치동,서울특별시 강남구 대치동 888-1,서울특별시 강남구 선릉로 224,37.4953984,127.0535459
641,세븐일레븐,대치역삼로점,강남구,대치동,서울특별시 강남구 대치동 910,서울특별시 강남구 역삼로 428,37.5012827,127.0539228
642,세븐일레븐,대치역점,강남구,대치동,서울특별시 강남구 대치동 507-2,서울특별시 강남구 삼성로 155,37.4938284,127.062941
643,세븐일레븐,대치우성점,강남구,대치동,서울특별시 강남구 대치동 986-4,서울특별시 강남구 도곡로93길 9,37.5008373,127.0645016
644,세븐일레븐,대치으뜸점,강남구,대치동,서울특별시 강남구 대치동 960-15,서울특별시 강남구 삼성로76길 16,37.5040636,127.0596603
645,세븐일레븐,대치은마사거리점,강남구,대치동,서울특별시 강남구 대치동 989,서울특별시 강남구 삼성로 238,37.4986375,127.0614624
646,세븐일레븐,대치점,강남구,대치동,서울특별시 강남구 대치동 511,서울특별시 강남구 삼성로 150,37.4933928,127.0673501
647,세븐일레븐,대치코스모점,강남구,대치동,서울특별시 강남구 대치동 1001-6,서울특별시 강남구 영동대로86길 10,37.5077928,127.064922
648,세븐일레븐,대치한티점,강남구,대치동,서울특별시 강남구 대치동 934-26,서울특별시 강남구 도곡로69길 14,37.4982672,127.0559861
649,세븐일레븐,더스티븐청담점,강남구,청담동,서울특별시 강남구 청담동 79,서울특별시 강남구 압구정로 416,37.5269156,127.0424194
650,세븐일레븐,도곡2호,강남구,도곡동,서울특별시 강남구 도곡동 900-2,서울특별시 강남구 남부순환로365길 38,37.4877892,127.039948
651,세븐일레븐,도곡3호점,강남구,도곡동,서울특별시 강남구 도곡동 951-33,서울특별시 강남구 강남대로44길 21,37.4920256,127.0519949
652,세븐일레븐,도곡공원점,강남구,도곡동,서울특별시 강남구 도곡동 942-11,서울특별시 강남구 도곡로4길 5,37.4896056,127.0333908
653,세븐일레븐,도곡렉슬점,강남구,도곡동,서울특별시 강남구 도곡동 527-3,서울특별시 강남구 선릉로 225,37.4953504,127.0527143
654,세븐일레븐,도곡본점,강남구,도곡동,서울특별시 강남구 도곡동 414-16,서울특별시 강남구 논현로34길 34,37.4847083,127.0447142
655,세븐일레븐,도곡센트레빌점,강남구,대치동,서울특별시 강남구 대치동 670,서울특별시 강남구 선릉로 206,37.4925092,127.0559479
656,세븐일레븐,도곡시네마점,강남구,도곡동,서울특별시 강남구 도곡동 174-40,서울특별시 강남구 남부순환로 2747,37.4871611,127.0465645
657,세븐일레븐,도곡중앙점,강남구,도곡동,서울특별시 강남구 도곡동 951,서울특별시 강남구 남부순환로351길 30,37.4867102,127.0340468
658,세븐일레븐,롯데캐논점,강남구,삼성동,서울특별시 강남구 삼성동 168-12,서울특별시 강남구 테헤란로 607,37.5094924,127.0639701
659,세븐일레븐,르네상스점,강남구,역삼동,서울특별시 강남구 역삼동 677-6,서울특별시 강남구 테헤란로37길 15,37.5031621,127.040414
660,세븐일레븐,리갈펠리스점,강남구,신사동,서울특별시 강남구 신사동 626,서울특별시 강남구 도산대로35길 46,37.5237472,127.030717
661,세븐일레븐,매봉점,강남구,도곡동,서울특별시 강남구 도곡동 422-4,서울특별시 강남구 논현로28길 56,37.4846222,127.0463902
662,세븐일레븐,삼성10호점,강남구,삼성동,서울특별시 강남구 삼성동 27-17,서울특별시 강남구 삼성로115길 46,37.513696,127.0480768
663,세븐일레븐,삼성8호점,강남구,삼성동,서울특별시 강남구 삼성동 41-21,서울특별시 강남구 봉은사로63길 11,37.5121587,127.0468847
664,세븐일레븐,삼성국순당점,강남구,삼성동,서울특별시 강남구 삼성동 110,서울특별시 강남구 봉은사로111길 8,37.5157963,127.0654289
665,세븐일레븐,삼성대웅점,강남구,삼성동,서울특별시 강남구 삼성동 162-13,서울특별시 강남구 봉은사로 638,37.5148174,127.0650806
666,세븐일레븐,삼성동래미안점,강남구,삼성동,서울특별시 강남구 삼성동 7-3,서울특별시 강남구 선릉로130길 20,37.5161513,127.0434365
667,세븐일레븐,삼성베스트점,강남구,삼성동,서울특별시 강남구 삼성동 152,서울특별시 강남구 삼성로104길 12,37.5108549,127.0557384
668,세븐일레븐,삼성봉은사점,강남구,삼성동,서울특별시 강남구 삼성동 147-2,서울특별시 강남구 봉은사로 516,37.5132359,127.0559719
669,세븐일레븐,삼성예술점,강남구,삼성동,서울특별시 강남구 삼성동 156-13,서울특별시 강남구 삼성로100길 8,37.5094695,127.0560524
670,세븐일레븐,삼성중앙점,강남구,삼성동,서울특별시 강남구 삼성동 166-8,서울특별시 강남구 영동대로96길 37,37.51169429999999,127.0655406
671,세븐일레븐,삼성페이토점,강남구,삼성동,서울특별시 강남구 삼성동 158-13,서울특별시 강남구 테헤란로87길 9,37.5084536,127.0587153
672,세븐일레븐,삼성플러스원점,강남구,삼성동,서울특별시 강남구 삼성동 36-25,서울특별시 강남구 봉은사로57길 13,37.5116276,127.0449346
673,세븐일레븐,선릉스타점,강남구,역삼동,서울특별시 강남구 역삼동 683,서울특별시 강남구 봉은사로50길 19,37.5088831,127.0434531
674,세븐일레븐,선릉오성점,강남구,삼성동,서울특별시 강남구 삼성동 141-19,서울특별시 강남구 선릉로 510,37.5051676,127.0489466
675,세븐일레븐,세관사거리점,강남구,논현동,서울특별시 강남구 논현동 115-1,서울특별시 강남구 언주로 708,37.5213236,127.0389295
676,세븐일레븐,세븐포이3호점,강남구,개포동,서울특별시 강남구 개포동 1196,서울특별시 강남구 논현로12길 19-9,37.4753706,127.0486574
677,세븐일레븐,수서역사1호점,강남구,수서동,서울특별시 강남구 수서동 728 수서역사 지하1층 맞이방층,서울특별시 강남구 광평로 지하 270 수서역사 지하1층 맞이방층,37.4874685,127.1013245
678,세븐일레븐,수서역사5호점,강남구,수서동,서울특별시 강남구 수서동 728,서울특별시 강남구 광평로 지하 270,37.4856844,127.0958859
679,세븐일레븐,수서역점,강남구,수서동,서울특별시 강남구 수서동 724,서울특별시 강남구 광평로 280,37.4873425,127.1030015
680,세븐일레븐,수서효성점,강남구,수서동,서울특별시 강남구 수서동 715,서울특별시 강남구 광평로 281,37.4880028,127.1026639
681,세븐일레븐,신논현강남점,강남구,역삼동,서울특별시 강남구 역삼동 603-7,서울특별시 강남구 봉은사로 140,37.505933,127.0301274
682,세븐일레븐,신사4호점,강남구,신사동,서울특별시 강남구 신사동 541-19,서울특별시 강남구 도산대로15길 7,37.5187552,127.023813
683,세븐일레븐,신사5호점,강남구,신사동,서울특별시 강남구 신사동 524-13,서울특별시 강남구 강남대로162길 45,37.5211282,127.0219944
684,세븐일레븐,신사대로점,강남구,신사동,서울특별시 강남구 신사동 561-31,서울특별시 강남구 도산대로 157,37.519028,127.0256272
685,세븐일레븐,신사로데오점,강남구,신사동,서울특별시 강남구 신사동 637-18,서울특별시 강남구 언주로172길 15,37.52785799999999,127.0351712
686,세븐일레븐,신사만남점,강남구,신사동,서울특별시 강남구 신사동 514-21,서울특별시 강남구 강남대로152길 26,37.5175626,127.0215687
687,세븐일레븐,신사무지개점,강남구,신사동,서울특별시 강남구 신사동 559-28,서울특별시 강남구 도산대로19길 16,37.51987560000001,127.0253058
688,세븐일레븐,신사본점,강남구,논현동,서울특별시 강남구 논현동 4-1,서울특별시 강남구 도산대로 124,37.51686309999999,127.0223722
689,세븐일레븐,신사소망점,강남구,신사동,서울특별시 강남구 신사동 606,서울특별시 강남구 논현로172길 26,37.5253567,127.0306896
690,세븐일레븐,신사한나래점,강남구,신사동,서울특별시 강남구 신사동 567-23,서울특별시 강남구 논현로159길 10,37.5231372,127.0274336
691,세븐일레븐,압구정11호점,강남구,신사동,서울특별시 강남구 신사동 573-2,서울특별시 강남구 압구정로18길 5,37.5246005,127.0244014
692,세븐일레븐,압구정2점,강남구,신사동,서울특별시 강남구 신사동 576-7,서울특별시 강남구 압구정로28길 28,37.5247787,127.027515
693,세븐일레븐,압구정로데오본점,강남구,신사동,서울특별시 강남구 신사동 657-28,서울특별시 강남구 도산대로51길 44,37.525994,127.0383821
694,세븐일레븐,압구정로데오점,강남구,신사동,서울특별시 강남구 신사동 664,서울특별시 강남구 압구정로 344,37.5276883,127.0398541
695,세븐일레븐,압구정로데오현대점,강남구,신사동,서울특별시 강남구 신사동 657-2,서울특별시 강남구 선릉로157길 31,37.5262495,127.0371775
696,세븐일레븐,압구정스퀘어점,강남구,신사동,서울특별시 강남구 신사동 620,서울특별시 강남구 압구정로34길 11,37.5273895,127.030957
697,세븐일레븐,압구정칼릭스점,강남구,신사동,서울특별시 강남구 신사동 594-33,서울특별시 강남구 논현로164길 38,37.52265149999999,127.0312263
698,세븐일레븐,역삼10호점,강남구,역삼동,서울특별시 강남구 역삼동 645-21,서울특별시 강남구 테헤란로19길 10,37.5007785,127.0337136
699,세븐일레븐,역삼14호점,강남구,역삼동,서울특별시 강남구 역삼동 614-20,서울특별시 강남구 논현로105길 53,37.5051674,127.0300345
700,세븐일레븐,역삼15호점,강남구,역삼동,서울특별시 강남구 역삼동 838-7,서울특별시 강남구 강남대로62길 18,37.490455,127.0330547
701,세븐일레븐,역삼18호점,강남구,역삼동,서울특별시 강남구 역삼동 784-13,서울특별시 강남구 도곡로37길 14,37.4948089,127.0451301
702,세븐일레븐,역삼22호점,강남구,역삼동,서울특별시 강남구 역삼동 773,서울특별시 강남구 언주로71길 9,37.4973421,127.0442752
703,세븐일레븐,역삼5호점,강남구,역삼동,서울특별시 강남구 역삼동 751-10,서울특별시 강남구 역삼로 151,37.4949838,127.0356269
704,세븐일레븐,역삼8호점,강남구,역삼동,서울특별시 강남구 역삼동 813-18,서울특별시 강남구 강남대로102길 11,37.5019478,127.0267345
705,세븐일레븐,역삼개나리점,강남구,역삼동,서울특별시 강남구 역삼동 754,서울특별시 강남구 역삼로 306,37.498551,127.0464387
706,세븐일레븐,역삼래미안점,강남구,역삼동,서울특별시 강남구 역삼동 761-19,서울특별시 강남구 언주로 314,37.4959548,127.0466573
707,세븐일레븐,역삼명랑점,강남구,역삼동,서울특별시 강남구 역삼동 738-28 1층 104호,서울특별시 강남구 논현로 425 1층 104호,37.4981005,127.0379402
708,세븐일레븐,역삼발렌타인점,강남구,역삼동,서울특별시 강남구 역삼동 832-10,서울특별시 강남구 강남대로66길 7,37.4919158,127.031437
709,세븐일레븐,역삼선릉로점,강남구,역삼동,서울특별시 강남구 역삼동 684,서울특별시 강남구 봉은사로48길 13,37.5086586,127.0416939
710,세븐일레븐,역삼세브란스점,강남구,역삼동,서울특별시 강남구 역삼동 782-28,서울특별시 강남구 논현로64길 33,37.4940618,127.0432267
711,세븐일레븐,역삼스마일점,강남구,역삼동,서울특별시 강남구 역삼동 663-13,서울특별시 강남구 논현로102길 54,37.506081,127.0394916
712,세븐일레븐,역삼스타공원점,강남구,역삼동,서울특별시 강남구 역삼동 744,서울특별시 강남구 논현로79길 25,37.4973522,127.0361051
713,세븐일레븐,역삼언주로점,강남구,역삼동,서울특별시 강남구 역삼동 719-33,서울특별시 강남구 언주로85길 24,37.5010094,127.0412821
714,세븐일레븐,역삼우일점,강남구,역삼동,서울특별시 강남구 역삼동 690-2,서울특별시 강남구 봉은사로44길 39,37.5068384,127.0413824
715,세븐일레븐,역삼은석점,강남구,역삼동,서울특별시 강남구 역삼동 729,서울특별시 강남구 언주로79길 33,37.4985986,127.0414303
716,세븐일레븐,역삼은탑점,강남구,역삼동,서울특별시 강남구 역삼동 735-10,서울특별시 강남구 테헤란로14길 5,37.4990902,127.0332052
717,세븐일레븐,역삼진선점,강남구,역삼동,서울특별시 강남구 역삼동 708-34,서울특별시 강남구 선릉로85길 8,37.5029304,127.0488578
718,세븐일레븐,역삼창조점,강남구,역삼동,서울특별시 강남구 역삼동 739,서울특별시 강남구 논현로85길 13,37.49906,127.036246
719,세븐일레븐,역삼코넬점,강남구,역삼동,서울특별시 강남구 역삼동 673-24,서울특별시 강남구 언주로93길 28-8,37.50388760000001,127.0396225
720,세븐일레븐,역삼타운점,강남구,역삼동,서울특별시 강남구 역삼동 827-44,서울특별시 강남구 강남대로84길 28,37.4969697,127.0309307
721,세븐일레븐,역삼타워점,강남구,역삼동,서울특별시 강남구 역삼동 826-27,서울특별시 강남구 강남대로84길 16,37.4966779,127.0299896
722,세븐일레븐,역삼특허점,강남구,역삼동,서울특별시 강남구 역삼동 827-67,서울특별시 강남구 테헤란로8길 46,37.4958617,127.0322271
723,세븐일레븐,역삼프레스티점,강남구,역삼동,서울특별시 강남구 역삼동 831-24,서울특별시 강남구 강남대로78길 12,37.4948619,127.0303579
724,세븐일레븐,역삼피에스따점,강남구,역삼동,서울특별시 강남구 역삼동 637-41,서울특별시 강남구 테헤란로19길 29,37.5018776,127.0327308
725,세븐일레븐,역삼하이츠점,강남구,역삼동,서울특별시 강남구 역삼동 642-3 석암빌딩,서울특별시 강남구 테헤란로25길 6-9 석암빌딩,37.5012886,127.0359271
726,세븐일레븐,역삼한서점,강남구,역삼동,서울특별시 강남구 역삼동 720-21,서울특별시 강남구 테헤란로38길 11,37.5012916,127.0417799
